,locusId,type,scaffoldId,begin,end,length,strand,desc,GC,nTA,pval_raw_rep1,pval_corrected_rep1,n_inserts_rep1,pval_raw_rep2,pval_corrected_rep2,n_inserts_rep2,essentiality
160,HNEAP_RS00810,1,NC_013422.1,169850,171724,1874,+,ABC transporter ATP-binding protein,0.5888,24,0.859308734,2069.215432,83,0.911445397,2194.760515,83,nonessential
161,HNEAP_RS00815,1,NC_013422.1,171795,172319,524,+,phosphohistidine phosphatase SixA,0.5752,4,0.734573449,1768.852866,23,0.779715002,1877.553725,23,nonessential
162,HNEAP_RS00820,1,NC_013422.1,172415,172978,563,+,rhombosortase,0.555,13,0.610408916,1469.864669,23,0.584631333,1407.79225,22,nonessential
163,HNEAP_RS00825,1,NC_013422.1,173038,174135,1097,+,transaldolase,0.5638,23,0.981413755,2363.244321,57,0.977927762,2354.850051,55,nonessential
164,HNEAP_RS00830,1,NC_013422.1,174196,174966,770,-,hypothetical protein,0.537,10,0.998283058,2403.865604,47,0.999067736,2405.755107,47,nonessential
165,HNEAP_RS00835,1,NC_013422.1,174963,175508,545,-,RNA polymerase sigma factor,0.5421,8,0.987984286,2379.066162,32,0.992055344,2388.869268,32,nonessential
166,HNEAP_RS00840,1,NC_013422.1,175789,176268,479,+,hypothetical protein,0.55,6,0.999997951,2407.995065,41,0.999999042,2407.997694,41,nonessential
167,HNEAP_RS00845,1,NC_013422.1,176452,177756,1304,+,phosphate porin,0.5464,38,0.999999723,2407.999333,90,0.999999925,2407.999819,90,nonessential
168,HNEAP_RS00850,1,NC_013422.1,177803,178861,1058,-,sensor domain-containing diguanylate cyclase,0.576,17,0.999902213,2407.76453,67,0.999656896,2407.173806,63,nonessential
169,HNEAP_RS00855,1,NC_013422.1,178858,179517,659,-,protein disulfide oxidoreductase,0.5864,9,0.999971898,2407.93233,48,0.999986955,2407.968588,48,nonessential
170,HNEAP_RS00860,1,NC_013422.1,179601,180782,1181,+,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,0.5854,16,1.69E-21,4.08E-18,0,7.34E-21,1.77E-17,0,essential
171,HNEAP_RS00865,1,NC_013422.1,180787,181272,485,+,dUTP diphosphatase,0.6111,11,0.268296983,646.0591345,16,0.313890058,755.8472589,16,nonessential
172,HNEAP_RS00870,1,NC_013422.1,181310,182197,887,+,acetylglutamate kinase,0.5631,12,1.78E-13,4.28E-10,2,5.03E-13,1.21E-09,2,essential
173,HNEAP_RS00875,1,NC_013422.1,182540,182836,296,+,hypothetical protein,0.5589,5,0.166880836,401.849054,8,0.193547562,466.0625283,8,nonessential
174,HNEAP_RS00880,1,NC_013422.1,182847,183539,692,-,DUF4124 domain-containing protein,0.5036,10,0.787460174,1896.204098,31,0.832484312,2004.622224,31,nonessential
175,HNEAP_RS00885,1,NC_013422.1,183708,184925,1217,-,MFS transporter,0.5739,18,1,2408,97,0.999999999,2407.999998,92,nonessential
176,HNEAP_RS00890,1,NC_013422.1,185244,185927,683,+,ArsR family transcriptional regulator,0.595,13,0.945348666,2276.399587,35,0.974409808,2346.378818,36,nonessential
177,HNEAP_RS00895,1,NC_013422.1,185924,186892,968,+,ATPase AAA,0.6047,14,0.800829173,1928.396649,43,0.764467605,1840.837993,41,nonessential
178,HNEAP_RS00900,1,NC_013422.1,187055,188128,1073,+,DUF58 domain-containing protein,0.6108,11,0.504247769,1214.228628,42,0.522052719,1257.102947,41,nonessential
179,HNEAP_RS00905,1,NC_013422.1,188125,188670,545,+,hypothetical protein,0.5971,6,0.856754613,2063.065108,26,0.887863198,2137.97458,26,nonessential
180,HNEAP_RS00910,1,NC_013422.1,188678,189697,1019,+,VWA domain-containing protein,0.6049,17,0.999530962,2406.870556,62,0.999927504,2407.82543,64,nonessential
181,HNEAP_RS00915,1,NC_013422.1,189700,191658,1958,+,hypothetical protein,0.5865,36,0.95361746,2296.310843,92,0.975133709,2348.121972,92,nonessential
182,HNEAP_RS00920,1,NC_013422.1,191745,193094,1349,+,hypothetical protein,0.5689,29,0.970895347,2337.915996,67,0.983412402,2368.057063,67,nonessential
183,HNEAP_RS00925,1,NC_013422.1,193091,193804,713,-,hypothetical protein,0.5098,22,0.994908979,2395.740822,42,0.996988808,2400.749051,42,nonessential
184,HNEAP_RS00930,1,NC_013422.1,194015,194362,347,-,High potential iron-sulfur protein,0.5603,8,0.847507923,2040.799078,17,0.874086257,2104.799706,17,nonessential
185,HNEAP_RS00935,1,NC_013422.1,194496,195998,1502,+,SELO family protein,0.5928,34,1,2407.999999,111,1,2408,111,nonessential
186,HNEAP_RS00940,1,NC_013422.1,196011,197153,1142,-,hypothetical protein,0.5713,24,0.579526554,1395.499943,46,0.65923874,1587.446886,46,nonessential
187,HNEAP_RS00945,1,NC_013422.1,197336,197824,488,+,diaminobutyrate acetyltransferase,0.5583,12,0.999323646,2406.371339,34,0.99921628,2406.112803,33,nonessential
188,HNEAP_RS00950,1,NC_013422.1,197858,199147,1289,+,diaminobutyrate--2-oxoglutarate transaminase,0.5465,25,0.998730412,2404.942832,73,0.999116349,2405.872168,72,nonessential
189,HNEAP_RS00955,1,NC_013422.1,199144,199551,407,+,ectoine synthase,0.5441,7,0.018447682,44.42201782,8,0.047763242,115.0138868,9,nonessential
190,HNEAP_RS00960,1,NC_013422.1,199779,200633,854,-,inositol monophosphatase,0.5988,7,0.79306139,1909.691826,38,0.841722661,2026.868168,38,nonessential
191,HNEAP_RS00965,1,NC_013422.1,200739,201752,1013,-,rhodanese,0.5621,18,0.999999998,2407.999995,81,1,2407.999999,82,nonessential
192,HNEAP_RS00970,1,NC_013422.1,202045,202833,788,-,DUF2076 domain-containing protein,0.6008,12,0.995645251,2397.513765,46,0.995942146,2398.228687,45,nonessential
193,HNEAP_RS00975,1,NC_013422.1,202943,203884,941,-,bifunctional riboflavin kinase/FAD synthetase,0.604,9,1.57E-10,3.78E-07,6,6.51E-11,1.57E-07,5,essential
194,HNEAP_RS00980,1,NC_013422.1,204104,204946,842,+,type II restriction endonuclease,0.3689,62,1.47E-06,0.003529284,10,8.85E-07,0.00213162,9,essential
195,HNEAP_RS00985,1,NC_013422.1,204946,205860,914,+,DNA adenine methylase,0.3858,52,7.90E-12,1.90E-08,4,2.17E-11,5.23E-08,4,essential
196,HNEAP_RS00990,1,NC_013422.1,206010,206315,305,-,DUF3240 domain-containing protein,0.5686,6,0.447097883,1076.611702,11,0.489809457,1179.461174,11,nonessential
197,HNEAP_RS00995,1,NC_013422.1,206312,209416,3104,-,CusA/CzcA family heavy metal efflux RND transporter,0.5923,37,0.992709994,2390.445666,150,0.990934047,2386.169186,145,nonessential
198,HNEAP_RS01000,1,NC_013422.1,209416,210552,1136,-,efflux RND transporter periplasmic adaptor subunit,0.6033,13,1,2408,104,1,2408,99,nonessential
199,HNEAP_RS01005,1,NC_013422.1,210549,211937,1388,-,TolC family protein,0.599,15,1,2408,106,0.999999998,2407.999995,100,nonessential
200,HNEAP_RS01010,1,NC_013422.1,212094,212882,788,+,DNA-binding response regulator,0.5754,16,0.999031152,2405.667015,49,0.999494452,2406.78264,49,nonessential
201,HNEAP_RS01015,1,NC_013422.1,212879,214294,1415,+,two-component sensor histidine kinase,0.5664,30,1,2408,145,1,2408,143,nonessential
202,HNEAP_RS01020,1,NC_013422.1,214686,216095,1409,+,glutamate--ammonia ligase,0.5504,30,9.80E-24,2.36E-20,1,5.46E-23,1.32E-19,1,essential
203,HNEAP_RS01025,1,NC_013422.1,216269,216736,467,-,tryptophan-rich sensory protein,0.5278,11,0.416655447,1003.306317,17,0.468969912,1129.279547,17,nonessential
204,HNEAP_RS01030,1,NC_013422.1,216936,219419,2483,-,DUF2309 domain-containing protein,0.5841,39,1,2408,165,1,2408,161,nonessential
205,HNEAP_RS01035,1,NC_013422.1,219465,221120,1655,-,NADH dehydrogenase subunit 5,0.5634,26,0.999698107,2407.273041,94,0.99983118,2407.593481,93,nonessential
206,HNEAP_RS01040,1,NC_013422.1,221411,222358,947,+,LysR family transcriptional regulator,0.5222,23,0.010901882,26.25173122,24,0.017202399,41.42337614,24,nonessential
207,HNEAP_RS01045,1,NC_013422.1,222448,222801,353,+,DUF3817 domain-containing protein,0.5282,6,0.569363331,1371.026901,14,0.712034209,1714.578374,15,nonessential
208,HNEAP_RS01050,1,NC_013422.1,223050,223448,398,+,aminoacyl-tRNA hydrolase,0.5514,5,0.001367829,3.293731597,5,0.001935427,4.660507717,5,nonessential
209,HNEAP_RS01055,1,NC_013422.1,223467,224009,542,+,hypothetical protein,0.5617,11,0.678940096,1634.887752,23,0.729365852,1756.312972,23,nonessential
210,HNEAP_RS01060,1,NC_013422.1,224238,225791,1553,+,thioredoxin domain-containing protein,0.536,42,0.999999985,2407.999963,108,0.999999765,2407.999434,101,nonessential
211,HNEAP_RS01065,1,NC_013422.1,226041,227918,1877,+,DUF839 domain-containing protein,0.5501,43,0.999998816,2407.99715,117,0.999999219,2407.99812,115,nonessential
212,HNEAP_RS01070,1,NC_013422.1,228104,229846,1742,+,hypothetical protein,0.5559,40,0.99897274,2405.526358,95,0.999130694,2405.90671,93,nonessential
213,HNEAP_RS12425,1,NC_013422.1,229934,232051,2117,+,PKD domain-containing protein,0.5378,61,0.998328186,2403.974272,111,0.999385821,2406.521057,111,nonessential
214,HNEAP_RS01080,1,NC_013422.1,232259,233389,1130,-,hypothetical protein,0.5553,18,0.42746242,1029.329508,43,0.386878199,931.6027039,41,nonessential
215,HNEAP_RS01085,1,NC_013422.1,233428,233628,200,-,DUF2892 domain-containing protein,0.4925,7,0.316165734,761.3270879,6,0.347109343,835.8392982,6,nonessential
216,HNEAP_RS01090,1,NC_013422.1,233704,234051,347,-,hypothetical protein,0.5575,8,0.999199491,2406.072375,26,0.999490506,2406.773139,26,nonessential
217,HNEAP_RS01095,1,NC_013422.1,234504,235751,1247,+,lipoprotein-releasing system transmembrane subunit LolC,0.5825,19,1.17E-22,2.82E-19,0,5.50E-22,1.32E-18,0,essential
218,HNEAP_RS01100,1,NC_013422.1,235744,236451,707,+,ABC transporter ATP-binding protein,0.6102,5,1.11E-11,2.67E-08,1,2.59E-11,6.24E-08,1,essential
219,HNEAP_RS01105,1,NC_013422.1,236581,238059,1478,+,alkaline invertase,0.5903,19,0.999999996,2407.99999,106,0.999999998,2407.999996,105,nonessential
220,HNEAP_RS01110,1,NC_013422.1,238056,240410,2354,+,sucrose-phosphate synthase,0.5953,50,1,2408,186,1,2408,182,nonessential
221,HNEAP_RS01115,1,NC_013422.1,240407,241288,881,+,haloacid dehalogenase,0.576,12,0.999985052,2407.964005,61,0.999978117,2407.947306,59,nonessential
222,HNEAP_RS01120,1,NC_013422.1,241531,242199,668,+,Small-conductance mechanosensitive channel-like protein,0.574,12,1,2408,65,1,2408,67,nonessential
223,HNEAP_RS01125,1,NC_013422.1,242272,242757,485,+,pilin,0.5658,12,0.999993468,2407.984272,40,0.999918158,2407.802926,36,nonessential
224,HNEAP_RS01130,1,NC_013422.1,243322,244044,722,+,monofunctional biosynthetic peptidoglycan transglycosylase,0.5574,18,0.575158628,1384.981977,29,0.489251148,1178.116765,27,nonessential
225,HNEAP_RS01135,1,NC_013422.1,244073,245356,1283,+,Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB,0.5911,32,0.960415159,2312.679702,63,0.956936911,2304.304082,61,nonessential
226,HNEAP_RS01140,1,NC_013422.1,245635,245952,317,+,nucleotidyltransferase domain-containing protein,0.5723,5,0.868604623,2091.599933,16,0.833552473,2007.194354,15,nonessential
227,HNEAP_RS01145,1,NC_013422.1,245949,246482,533,+,hypothetical protein,0.5618,15,0.707209016,1702.95931,23,0.682191856,1642.71799,22,nonessential
228,HNEAP_RS12100,1,NC_013422.1,246436,247197,761,+,class I SAM-dependent methyltransferase,0.5735,20,1,2408,82,1,2408,81,nonessential
229,HNEAP_RS01155,1,NC_013422.1,247194,248333,1139,+,group 1 glycosyl transferase,0.5842,24,0.999542578,2406.898527,68,0.999670175,2407.205782,67,nonessential
230,HNEAP_RS12105,1,NC_013422.1,248330,249076,746,+,type 11 methyltransferase,0.4485,33,0.577416004,1390.417739,30,0.570451794,1373.647919,29,nonessential
231,HNEAP_RS01165,1,NC_013422.1,249073,249999,926,+,hypothetical protein,0.4509,31,0.980588976,2361.258255,49,0.963954812,2321.203187,46,nonessential
232,HNEAP_RS12430,1,NC_013422.1,249996,250550,554,+,acyltransferase,0.4216,26,0.013744258,33.0961741,12,0.019211858,46.26215433,12,nonessential
233,HNEAP_RS01170,1,NC_013422.1,250516,251679,1163,-,DegT/DnrJ/EryC1/StrS family aminotransferase,0.5533,32,0.864110921,2080.779098,53,0.810391526,1951.422796,50,nonessential
234,HNEAP_RS01175,1,NC_013422.1,251829,252146,317,-,hypothetical protein,0.4277,10,0.004453925,10.72505236,4,0.001700408,4.094581304,3,nonessential
235,HNEAP_RS01180,1,NC_013422.1,252310,252606,296,-,nucleotidyltransferase domain-containing protein,0.4613,7,0.166880836,401.849054,8,0.193547562,466.0625283,8,nonessential
236,HNEAP_RS01185,1,NC_013422.1,252850,253179,329,-,type II toxin-antitoxin system RelE/ParE family toxin,0.5061,14,0.671236088,1616.336499,14,0.711477089,1713.236829,14,nonessential
237,HNEAP_RS01190,1,NC_013422.1,253166,253417,251,-,type II toxin-antitoxin system prevent-host-death family antitoxin,0.5278,5,0.002501,6.022407853,2,0.003225174,7.766219455,2,nonessential
238,HNEAP_RS01195,1,NC_013422.1,253598,253858,260,-,Txe/YoeB family addiction module toxin,0.4291,16,0.542397591,1306.093399,10,0.454349897,1094.074552,9,nonessential
239,HNEAP_RS01200,1,NC_013422.1,253855,254106,251,-,type II toxin-antitoxin system prevent-host-death family antitoxin,0.5357,3,0.33261491,800.9367036,8,0.368168541,886.5498467,8,nonessential
240,HNEAP_RS01205,1,NC_013422.1,254253,254816,563,-,Uma2 family endonuclease,0.5319,20,3.69E-08,8.89E-05,2,6.99E-08,0.000168259,2,essential
241,HNEAP_RS01210,1,NC_013422.1,255234,256067,833,-,2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase,0.5779,14,2.24E-15,5.38E-12,0,6.29E-15,1.51E-11,0,essential
242,HNEAP_RS01215,1,NC_013422.1,256158,257315,1157,-,carbohydrate porin,0.5674,17,0.999566359,2406.955791,69,0.99874397,2404.97548,65,nonessential
243,HNEAP_RS01220,1,NC_013422.1,257371,258576,1205,-,succinyldiaminopimelate transaminase,0.6128,22,0.999926837,2407.823823,75,0.99991918,2407.805385,73,nonessential
244,HNEAP_RS01225,1,NC_013422.1,258617,259018,401,+,glyoxalase,0.6095,5,0.574570395,1383.565511,16,0.622781834,1499.658656,16,nonessential
245,HNEAP_RS12110,1,NC_013422.1,258946,259941,995,-,META domain-containing protein,0.5522,21,0.999850476,2407.639947,63,0.999669156,2407.203327,60,nonessential
246,HNEAP_RS01235,1,NC_013422.1,259763,260527,764,-,ParA family protein,0.5503,15,0.872448249,2100.855383,36,0.905621284,2180.736053,36,nonessential
247,HNEAP_RS01240,1,NC_013422.1,260589,262061,1472,-,nitrogen regulation protein NR(I),0.6083,11,1,2408,118,1,2408,117,nonessential
248,HNEAP_RS01245,1,NC_013422.1,262058,263335,1277,-,hypothetical protein,0.5305,23,0.997719633,2402.508875,71,0.996334617,2399.173758,68,nonessential
249,HNEAP_RS01250,1,NC_013422.1,263446,264177,731,-,DUF4124 domain-containing protein,0.5355,10,0.072302668,174.104824,21,0.137537785,331.190987,22,nonessential
250,HNEAP_RS01255,1,NC_013422.1,264454,265569,1115,-,5-(carboxyamino)imidazole ribonucleotide synthase,0.5654,16,1.15E-18,2.78E-15,1,4.47E-18,1.08E-14,1,essential
251,HNEAP_RS01260,1,NC_013422.1,265585,266127,542,-,5-(carboxyamino)imidazole ribonucleotide mutase,0.6188,7,0.087885602,211.6285297,15,0.164965933,397.2379666,16,nonessential
252,HNEAP_RS01265,1,NC_013422.1,266124,266582,458,-,hypothetical protein,0.5403,17,0.081058616,195.1891473,12,0.033798638,81.38712066,10,nonessential
253,HNEAP_RS01270,1,NC_013422.1,266669,267649,980,-,C4-dicarboxylate ABC transporter,0.5199,28,0.99999999,2407.999976,77,0.999999994,2407.999986,76,nonessential
254,HNEAP_RS01275,1,NC_013422.1,267796,268461,665,+,integral membrane protein,0.5165,12,0.941691975,2267.594277,34,0.838879793,2020.022541,30,nonessential
255,HNEAP_RS01280,1,NC_013422.1,268701,269039,338,+,cytochrome c554,0.5369,7,0.982853363,2366.710898,21,0.977164272,2353.011566,20,nonessential
256,HNEAP_RS01285,1,NC_013422.1,269152,270015,863,-,phosphate transport system regulatory protein PhoU,0.5359,16,0.001480216,3.564361277,18,0.002510882,6.046202671,18,nonessential
257,HNEAP_RS01290,1,NC_013422.1,270053,272128,2075,+,polyphosphate kinase 1,0.54,42,1.89E-28,4.54E-25,6,1.54E-22,3.70E-19,11,essential
258,HNEAP_RS01295,1,NC_013422.1,272175,273347,1172,-,glutamate 5-kinase,0.624,14,5.98E-15,1.44E-11,5,2.29E-15,5.52E-12,4,essential
259,HNEAP_RS01300,1,NC_013422.1,273354,274481,1127,-,Obg family GTPase CgtA,0.5922,18,1.71E-17,4.11E-14,2,9.98E-16,2.40E-12,3,essential
260,HNEAP_RS01305,1,NC_013422.1,274634,274891,257,-,50S ribosomal protein L27,0.5814,3,0.00204742,4.930187013,2,0.002659632,6.40439289,2,nonessential
261,HNEAP_RS01310,1,NC_013422.1,274945,275256,311,-,50S ribosomal protein L21,0.5545,5,3.39E-06,0.008162474,0,4.99E-06,0.012010025,0,essential
262,HNEAP_RS01315,1,NC_013422.1,275500,275892,392,+,hypothetical protein,0.598,3,1,2408,51,1,2408,49,nonessential
263,HNEAP_RS01320,1,NC_013422.1,276080,278050,1970,+,copper oxidase,0.5804,44,1,2408,139,1,2407.999999,133,nonessential
264,HNEAP_RS01325,1,NC_013422.1,278073,278897,824,+,copper resistance protein B,0.5745,25,0.999120784,2405.882849,51,0.999550099,2406.916638,51,nonessential
265,HNEAP_RS01330,1,NC_013422.1,279022,279285,263,+,hypothetical protein,0.5379,4,0.177877635,428.3293441,7,0.203927541,491.0575194,7,nonessential
266,HNEAP_RS01335,1,NC_013422.1,279331,281040,1709,+,bilirubin oxidase,0.5643,31,0.999997441,2407.993837,107,0.999998871,2407.997282,106,nonessential
267,HNEAP_RS01340,1,NC_013422.1,281191,282558,1367,+,TolC family protein,0.606,14,0.999998044,2407.995291,90,0.999983415,2407.960064,84,nonessential
268,HNEAP_RS12115,1,NC_013422.1,282555,284438,1883,+,efflux RND transporter periplasmic adaptor subunit,0.6146,26,0.357147861,860.0120501,71,0.460195486,1108.150729,71,nonessential
269,HNEAP_RS01350,1,NC_013422.1,284451,287723,3272,+,AcrB/AcrD/AcrF family protein,0.6001,49,0.995043167,2396.063946,159,0.998381384,2404.102374,159,nonessential
270,HNEAP_RS01355,1,NC_013422.1,287821,288228,407,+,DUF4332 domain-containing protein,0.5809,3,0.550464705,1325.519009,16,0.692443627,1667.404254,17,nonessential
271,HNEAP_RS01360,1,NC_013422.1,288319,288597,278,-,type II toxin-antitoxin system RelE/ParE family toxin,0.5125,11,0.073190122,176.2418127,6,0.087454788,210.5911288,6,nonessential
272,HNEAP_RS01365,1,NC_013422.1,288597,288824,227,-,hypothetical protein,0.5219,6,0.806065182,1941.004959,11,0.739395955,1780.465459,10,nonessential
273,HNEAP_RS01370,1,NC_013422.1,288905,289603,698,-,sulfite exporter TauE/SafE family protein,0.588,19,0.000556675,1.340472976,12,1.03E-06,0.002476139,6,ambiguous
274,HNEAP_RS01375,1,NC_013422.1,289695,293879,4184,+,ATP-dependent RNA helicase HrpA,0.6038,55,0.998005291,2403.196741,203,0.999502687,2406.80247,203,nonessential
275,HNEAP_RS01380,1,NC_013422.1,294221,295990,1769,+,hypothetical protein,0.5056,56,0.999999965,2407.999915,118,0.999999977,2407.999945,116,nonessential
276,HNEAP_RS01385,1,NC_013422.1,296366,296713,347,+,DUF3024 domain-containing protein,0.4425,9,0.005717887,13.76867173,5,0.007609468,18.32359986,5,nonessential
277,HNEAP_RS01390,1,NC_013422.1,296954,297256,302,-,type II toxin-antitoxin system RelE/ParE family toxin,0.4587,10,0.344464898,829.4714739,10,0.384109266,924.9351114,10,nonessential
278,HNEAP_RS01395,1,NC_013422.1,297256,297495,239,-,type II toxin-antitoxin system ParD family antitoxin,0.4667,7,0.969789495,2335.253103,15,0.988165136,2379.501648,16,nonessential
279,HNEAP_RS01400,1,NC_013422.1,297650,298324,674,-,anti-sigma-K factor RskA,0.5659,8,0.968176208,2331.368308,36,0.967397271,2329.492628,35,nonessential
280,HNEAP_RS01405,1,NC_013422.1,298326,299120,794,-,hypothetical protein,0.5698,12,1,2408,72,0.999999999,2407.999998,68,nonessential
281,HNEAP_RS01415,1,NC_013422.1,299368,299625,257,+,hypothetical protein,0.5,5,0.557545643,1342.569909,10,0.596667785,1436.776026,10,nonessential
282,HNEAP_RS01420,1,NC_013422.1,299957,300805,848,+,DUF692 domain-containing protein,0.5607,18,0.360998721,869.2849212,31,0.500741222,1205.784863,32,nonessential
283,HNEAP_RS12120,1,NC_013422.1,300802,301551,749,+,DUF2063 domain-containing protein,0.5333,15,0.999904285,2407.769519,51,0.999840763,2407.616558,49,nonessential
284,HNEAP_RS01430,1,NC_013422.1,301556,304075,2519,+,thioredoxin domain-containing protein,0.5671,46,0.998627627,2404.695325,130,0.999127155,2405.89819,128,nonessential
285,HNEAP_RS01435,1,NC_013422.1,304266,304814,548,-,fatty acid hydroxylase,0.5337,11,0.999975794,2407.941713,42,0.999974269,2407.93804,41,nonessential
286,HNEAP_RS01440,1,NC_013422.1,305082,305684,602,+,DUF4124 domain-containing protein,0.5589,18,0.397073211,956.1522913,22,0.372332645,896.5770081,21,nonessential
287,HNEAP_RS01445,1,NC_013422.1,305666,306682,1016,-,aminoglycoside phosphotransferase,0.5624,17,0.999564717,2406.95184,62,0.999090332,2405.809519,59,nonessential
288,HNEAP_RS01450,1,NC_013422.1,306894,307613,719,+,Zn-dependent hydrolase,0.5569,15,0.999982647,2407.958215,52,0.999992363,2407.98161,52,nonessential
