,locusId,desc,HighCO2_log2AbundanceChange_rep1,LowCO2_log2AbundanceChange_rep1,HighCO2Log_log2AbundanceChange_rep2,LowCO2_log2AbundanceChange_rep2,High CO2 Requiring
968,HNEAP_RS07180,hypothetical protein,0.017573222,-0.159839351,-0.22061265,-0.251911626,FALSE
969,HNEAP_RS07185,DUF1987 domain-containing protein,-0.17379191,-0.132339102,-0.054645121,-0.247190304,FALSE
970,HNEAP_RS07190,GGDEF domain-containing protein,-0.057385531,-0.143039041,0.053892331,0.179711476,FALSE
971,HNEAP_RS07195,phospholipase A(2),-0.095578182,-0.001347963,0.087960203,0.014768017,FALSE
972,HNEAP_RS07200,RND transporter,-0.160044308,-0.186834796,-0.252584511,-0.235637945,FALSE
973,HNEAP_RS07205,MexH family multidrug efflux RND transporter periplasmic adaptor subunit,-0.442858959,-0.390633481,-0.15787582,-0.153911781,FALSE
974,HNEAP_RS07245,hypothetical protein,-0.015488955,-0.125084064,-0.18693031,0.004904892,FALSE
975,HNEAP_RS07250,RIP metalloprotease RseP,-1.976835394,-1.781737683,-1.551825555,-1.64266985,FALSE
976,HNEAP_RS07290,segregation/condensation protein A,0.011439593,-0.112893562,-0.157770396,-0.158384722,FALSE
977,HNEAP_RS07295,site-2 protease family protein,0.260702157,0.096399703,0.10686963,0.029153612,FALSE
978,HNEAP_RS07300,threonylcarbamoyl-AMP synthase,0.384563796,0.132962817,-0.026776995,0.077895628,FALSE
979,HNEAP_RS07310,hypothetical protein,0.051510627,-0.166027478,-0.08168279,0.296961176,FALSE
980,HNEAP_RS07315,hypothetical protein,0.007346026,-0.07120644,-0.101981014,-0.260609381,FALSE
981,HNEAP_RS07320,hypothetical protein,-0.306185178,-2.042302782,0.197183411,-1.500745381,TRUE
982,HNEAP_RS07325,diguanylate phosphodiesterase,0.236711054,0.127330439,-0.009194716,0.017405788,FALSE
983,HNEAP_RS07330,polyribonucleotide nucleotidyltransferase,-0.500284969,-0.532291442,-0.466624897,-0.618979295,FALSE
984,HNEAP_RS07340,tRNA pseudouridine(55) synthase TruB,0.069451225,-0.030483648,-0.272589231,-0.232585428,FALSE
985,HNEAP_RS07360,ribosome assembly cofactor RimP,-1.000601326,-0.915435198,-0.532547287,-0.818298097,FALSE
986,HNEAP_RS07365,hypothetical protein,0.064549364,0.156294988,0.131939054,-0.038953786,FALSE
987,HNEAP_RS07370,molecular chaperone DnaJ,-0.151560365,-0.334708507,-0.465658575,-0.532210454,FALSE
988,HNEAP_RS07375,molecular chaperone DnaK,-0.135929585,-0.844110471,,,FALSE
989,HNEAP_RS07390,DNA repair protein RecN,0.050984256,-0.016728495,-0.034182147,0.039642879,FALSE
990,HNEAP_RS07395,cytochrome c,0.194651174,0.164045906,0.258010972,0.209996848,FALSE
991,HNEAP_RS07400,cytochrome c,0.201047572,0.181308241,0.158359815,0.111065229,FALSE
992,HNEAP_RS07410,flavin reductase family protein,-0.05588962,0.023993728,-0.03704903,0.074005321,FALSE
993,HNEAP_RS07415,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,0.126304201,0.020474749,0.174157793,0.132730863,FALSE
994,HNEAP_RS07425,lipid A biosynthesis acyltransferase,0.144801272,0.122357943,-0.026308262,0.174719157,FALSE
995,HNEAP_RS07430,cytochrome P450,0.009642808,-0.04893333,-0.05227738,-0.03802383,FALSE
996,HNEAP_RS07435,capsule polysaccharide biosynthesis protein,0.234242817,0.225522269,0.143160636,0.033096694,FALSE
997,HNEAP_RS07440,NAD(P)-dependent oxidoreductase,0.087264562,0.108104567,-0.003912322,0.018736485,FALSE
998,HNEAP_RS07445,hypothetical protein,0.176471561,0.192075575,0.185724767,0.157229811,FALSE
999,HNEAP_RS07450,polysaccharide export protein,-0.185120871,0.000327389,-0.308246751,-0.220740694,FALSE
1000,HNEAP_RS07470,four helix bundle protein,0.250110538,0.360863882,-0.33462883,-0.15227226,FALSE
1001,HNEAP_RS07475,glucose-1-phosphate thymidylyltransferase,-0.016314306,-0.271187803,-0.306812194,-0.132196472,FALSE
1002,HNEAP_RS07480,glycosyltransferase family 2 protein,0.118616214,0.153872969,0.019430408,0.118281086,FALSE
1003,HNEAP_RS07485,capsular polysaccharide biosynthesis protein,-0.322027883,-0.170453408,-0.215531796,-0.025217981,FALSE
1004,HNEAP_RS07490,sulfate adenylyltransferase,0.123903878,0.159756272,-0.05383266,0.301977335,FALSE
1005,HNEAP_RS07500,DUF2442 domain-containing protein,0.030001734,-0.256939943,0.02283944,-0.021851111,FALSE
1006,HNEAP_RS07510,sulfate adenylyltransferase subunit CysN,-3.987988111,-4.054259897,-3.682113129,-3.437583431,FALSE
1007,HNEAP_RS07515,carboxylate transporter,-3.363654983,-3.105775196,-3.541796314,-2.692215529,FALSE
1008,HNEAP_RS07525,3'(2') 5'-bisphosphate nucleotidase,0.0379756,0.103798659,-0.012876339,0.082284129,FALSE
1009,HNEAP_RS07530,hypothetical protein,-0.087400585,-0.067348081,0.010885952,0.017370972,FALSE
1010,HNEAP_RS07535,glycosyltransferase family 2 protein,0.156104559,0.141189987,0.247715059,0.231890817,FALSE
1011,HNEAP_RS07540,hypothetical protein,0.172007013,0.171538266,-0.009170884,0.066666265,FALSE
1012,HNEAP_RS07545,ABC transporter ATP-binding protein,0.245133637,0.073051607,-0.186590529,-0.352292973,FALSE
1013,HNEAP_RS07550,sugar ABC transporter permease,-0.524850712,-0.125865313,-0.532948711,-0.344381378,FALSE
1014,HNEAP_RS07555,hypothetical protein,-0.268152588,-0.170273439,-0.625960215,-0.379284849,FALSE
1015,HNEAP_RS07560,8-amino-7-oxononanoate synthase,0.060627243,-0.069904346,0.142133473,0.05283041,FALSE
1016,HNEAP_RS07565,type I polyketide synthase,0.148065523,0.082632021,0.130880796,0.150988545,FALSE
1017,HNEAP_RS07570,lactoylglutathione lyase,-0.12164601,-0.370620526,0.206751426,0.438203779,FALSE
1018,HNEAP_RS07580,hypothetical protein,-0.000828916,0.064141708,-0.080586067,0.034528349,FALSE
1019,HNEAP_RS07590,ribonuclease BN,0.091443698,0.060960074,0.028049338,0.053984186,FALSE
1020,HNEAP_RS07595,hypothetical protein,-0.128584441,-0.034897887,-0.038496674,-0.04307125,FALSE
1021,HNEAP_RS07600,replication-associated recombination protein A,0.064684429,-0.029996142,0.020464088,0.023349224,FALSE
1022,HNEAP_RS07605,GNAT family N-acetyltransferase,0.320871597,0.070584378,0.148818911,-0.166926164,FALSE
1023,HNEAP_RS07620,ClpXP protease specificity-enhancing factor,-0.135248746,-0.168709853,-0.066933796,0.165053944,FALSE
1024,HNEAP_RS07630,ChbG/HpnK family deacetylase,-0.182629594,-0.109349351,-0.344076851,-0.167259652,FALSE
1025,HNEAP_RS07635,glycosyl transferase family 39,-0.117397286,-0.080066804,-0.13299515,-0.017569406,FALSE
1026,HNEAP_RS07640,GtrA family protein,0.013538844,0.014229443,-0.120773152,0.045404061,FALSE
1027,HNEAP_RS07645,glycosyltransferase,-0.098880348,0.078500782,-0.009142527,-0.118176868,FALSE
1028,HNEAP_RS07650,cyclopropane-fatty-acyl-phospholipid synthase,-0.933067574,-1.030970908,-0.908878491,-0.691626987,FALSE
1029,HNEAP_RS07670,hypothetical protein,0.297758773,-0.056645132,0.415716799,0.266028364,FALSE
1030,HNEAP_RS07680,type I glyceraldehyde-3-phosphate dehydrogenase,-0.078536188,-0.064125941,-0.150963205,-0.003869936,FALSE
1031,HNEAP_RS07685,MFS transporter,0.058635467,0.038723285,-0.010972279,-0.065212798,FALSE
1032,HNEAP_RS07690,hypothetical protein,0.015437008,0.001652287,0.071177925,0.23709776,FALSE
1033,HNEAP_RS07695,DUF2492 domain-containing protein,-0.004432616,-0.382398737,-0.044097473,-0.294020533,FALSE
1034,HNEAP_RS07700,ATP-dependent DNA helicase Rep,-0.036912538,-0.277772635,-0.169577469,-0.34394136,FALSE
1035,HNEAP_RS07705,EamA/RhaT family transporter,-0.15864496,-0.113902136,0.021900136,0.14665346,FALSE
1036,HNEAP_RS07715,flagella basal body P-ring formation protein FlgA,-0.021009245,-0.130638093,-0.030180714,-0.165167352,FALSE
1037,HNEAP_RS07725,flagellar protein FlgN,-0.284213902,-0.30407916,0.001295471,-0.160046762,FALSE
1038,HNEAP_RS07730,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,-0.402793356,-0.135862693,-0.443186157,-0.253028625,FALSE
1039,HNEAP_RS07750,methyl-accepting chemotaxis protein,-0.046713445,0.066338068,0.046982763,0.092852991,FALSE
1040,HNEAP_RS07755,phytoene synthase,-0.948889819,-0.81785091,-0.751153584,-0.680916921,FALSE
1041,HNEAP_RS07765,hypothetical protein,-0.242915427,-3.53E-05,0.005796448,-0.133758667,FALSE
1042,HNEAP_RS07770,DUF853 domain-containing protein,0.114526504,0.019876685,0.04435988,0.01443648,FALSE
1043,HNEAP_RS07790,protein kinase,-0.054430768,-0.119914131,-0.037073494,-0.042868696,FALSE
1044,HNEAP_RS07820,transcription elongation factor GreA,-0.591921767,-0.391537282,-0.062432311,-0.065372702,FALSE
1045,HNEAP_RS07840,sulfurtransferase,0.125331127,-0.062351195,0.109951495,0.132166544,FALSE
1046,HNEAP_RS07845,oligoribonuclease,0.140254826,-0.022501832,-0.167612267,-0.303625264,FALSE
1047,HNEAP_RS07850,magnesium transporter,-0.260632269,-0.326539836,-0.366950542,-0.24219837,FALSE
1048,HNEAP_RS07870,lytic transglycosylase,0.085531221,-0.178646041,-0.184955277,-0.056746681,FALSE
1049,HNEAP_RS07875,hydroxyacylglutathione hydrolase,-0.119300535,-0.243809565,-0.237372906,-0.201041497,FALSE
1050,HNEAP_RS07880,hypothetical protein,-0.11832672,-0.180377959,0.036418144,-0.036486374,FALSE
1051,HNEAP_RS07885,ribosomal-protein-alanine N-acetyltransferase,-0.018668407,-0.007245814,-0.026776995,0.052322602,FALSE
1052,HNEAP_RS07890,hypothetical protein,0.145824785,0.013003037,0.011057898,-0.069449494,FALSE
1053,HNEAP_RS07895,2-isopropylmalate synthase,-1.003739941,-1.004225326,-0.475755362,-0.991267937,FALSE
1054,HNEAP_RS07905,signal transduction histidine kinase,0.102907536,-0.026263191,-0.007514108,-0.033343188,FALSE
1055,HNEAP_RS07910,type IV-A pilus assembly ATPase PilB,0.506706599,0.188817158,0.620642441,0.550899935,FALSE
1056,HNEAP_RS07915,type II secretion system F family protein,0.60138473,0.381978224,0.779109535,0.822511885,FALSE
1057,HNEAP_RS07920,prepilin peptidase,0.768255043,0.463529555,0.872865429,0.67451583,FALSE
1058,HNEAP_RS07930,hypothetical protein,0.299378082,0.224143376,0.00472514,-0.227416109,FALSE
1059,HNEAP_RS07935,hypothetical protein,-0.06268883,0.30819955,0.084732647,-0.168659425,FALSE
1060,HNEAP_RS07940,sigma-54-dependent Fis family transcriptional regulator,0.011679848,0.020813406,-0.054969893,-0.00533114,FALSE
1061,HNEAP_RS07945,hybrid sensor histidine kinase/response regulator,0.049773207,0.054508319,-0.063766009,-0.012794118,FALSE
1062,HNEAP_RS07950,response regulator,0.164431476,0.039728404,-0.096412977,-0.138389715,FALSE
1063,HNEAP_RS07955,VWA domain-containing protein,-0.124645169,-0.079137665,0.02829132,0.031452159,FALSE
1064,HNEAP_RS07960,hypothetical protein,0.026020999,-0.057171279,-0.055426243,-0.034615963,FALSE
1065,HNEAP_RS07965,formamidase,0.289019948,0.117272189,-0.011272222,-0.001380499,FALSE
1066,HNEAP_RS07970,allantoin permease,-0.065849602,-0.083044918,0.023453292,-0.031082731,FALSE
1067,HNEAP_RS07975,acylamide amidohydrolase,-0.016912155,0.086801747,-0.167019867,-0.230353257,FALSE
1068,HNEAP_RS07980,urea ABC transporter ATP-binding subunit UrtE,-0.026157095,-0.067547107,-0.089979808,-0.092499131,FALSE
1069,HNEAP_RS07985,urea ABC transporter ATP-binding protein UrtD,0.151594389,-0.015414542,0.04756556,0.019764128,FALSE
1070,HNEAP_RS07990,urea ABC transporter permease subunit UrtC,-0.148599622,-0.043219414,-0.200970226,-0.118140937,FALSE
1071,HNEAP_RS07995,urea ABC transporter permease subunit UrtB,0.067027067,0.163294102,0.128120538,-0.025871939,FALSE
1072,HNEAP_RS08000,urea ABC transporter substrate-binding protein,-0.16382204,-0.142424011,-0.179234522,-0.036381496,FALSE
1073,HNEAP_RS08005,acetamidase/formamidase family protein,-0.012830395,-0.130629884,-0.222201494,-0.056703014,FALSE
1074,HNEAP_RS08015,hypothetical protein,-0.030595204,-0.025404485,0.041243547,0.144015848,FALSE
1075,HNEAP_RS08020,oxidoreductase,-0.076397918,-0.067810634,-0.107785404,0.02806541,FALSE
1076,HNEAP_RS08025,TetR family transcriptional regulator,0.002400607,-0.0639688,-0.09125482,-0.099218723,FALSE
1077,HNEAP_RS08030,NAD(P)-dependent oxidoreductase,-0.016912155,0.088098307,-0.284339586,-0.014239421,FALSE
1078,HNEAP_RS08035,TetR/AcrR family transcriptional regulator,0.075500257,-0.025864009,-0.152984949,0.010641736,FALSE
1079,HNEAP_RS08040,DUF1348 domain-containing protein,-0.03253801,-0.103854449,-0.05225548,-0.237437197,FALSE
1080,HNEAP_RS08050,lytic transglycosylase,-0.199574438,-0.038655629,-0.432807711,-0.064070539,FALSE
1081,HNEAP_RS08055,TraB family protein,-0.029516946,-0.137811737,-0.087621128,0.102807327,FALSE
1082,HNEAP_RS08060,DNA topoisomerase III,0.065979706,0.021949444,0.057441522,0.015258742,FALSE
1083,HNEAP_RS08070,P-type conjugative transfer protein TrbL,-0.029912825,-0.079588142,-0.112021511,0.031215683,FALSE
1084,HNEAP_RS08075,hypothetical protein,-0.142200334,-0.085129035,-0.164627038,-0.120142865,FALSE
1085,HNEAP_RS08080,P-type conjugative transfer protein TrbJ,0.036085046,-0.038273581,-0.009795478,0.125980653,FALSE
1086,HNEAP_RS08085,type IV transporter system CagE/TrbE/VirB,-0.01907746,-0.01967138,-0.022600427,-0.030525151,FALSE
1087,HNEAP_RS08090,conjugal transfer protein TrbD,-0.02673241,0.125135656,0.038239685,0.275683123,FALSE
1088,HNEAP_RS08095,conjugal transfer protein TrbC,-0.054906639,0.205085484,0.022984165,0.075875843,FALSE
1089,HNEAP_RS08100,N-acetyltransferase,0.083913376,0.322355048,0.009964398,0.249995959,FALSE
1090,HNEAP_RS08105,DUF1778 domain-containing protein,-0.395926251,0.110142981,0.467090019,-0.313307936,FALSE
1091,HNEAP_RS08110,P-type conjugative transfer ATPase TrbB,0.070208328,0.098379913,-0.010211887,-0.016204979,FALSE
1092,HNEAP_RS08115,hypothetical protein,0.184334856,0.084398875,0.089399316,-0.020743343,FALSE
1093,HNEAP_RS08120,type II toxin-antitoxin system RelE/ParE family toxin,0.030363448,0.023144355,0.305184513,0.109992165,FALSE
1094,HNEAP_RS08130,helix-turn-helix domain-containing protein,-0.121708317,-0.422455339,,,FALSE
1095,HNEAP_RS08135,hypothetical protein,-0.188016227,-0.46411001,-0.397893572,-0.59239191,FALSE
1096,HNEAP_RS08145,hypothetical protein,-0.087210233,0.071851996,-0.133412219,-0.093706815,FALSE
1097,HNEAP_RS08155,addiction module antidote protein  HigA family,0.152422378,0.288213822,-0.039594062,-0.016934161,FALSE
1098,HNEAP_RS08165,hypothetical protein,-0.028226924,-0.148683329,0.087343072,0.289132226,FALSE
1099,HNEAP_RS08170,hypothetical protein,-0.077752807,0.021327273,-0.108906347,0.01904058,FALSE
1100,HNEAP_RS08175,RES domain-containing protein,-0.056562699,-0.084307211,0.010422613,0.027046095,FALSE
1101,HNEAP_RS08185,hypothetical protein,-0.192348449,0.015084858,0.248867163,0.292140009,FALSE
1102,HNEAP_RS08190,hypothetical protein,0.124677115,-0.157052044,-0.004589335,0.129606507,FALSE
1103,HNEAP_RS08195,hypothetical protein,-0.286281401,-0.24395495,-0.19526246,0.07209041,FALSE
1104,HNEAP_RS08200,hypothetical protein,0.26967634,0.183549957,-0.141448958,0.035765971,FALSE
1105,HNEAP_RS08205,DUF3363 domain-containing protein,-0.017301818,0.105271649,-0.041065388,0.082020714,FALSE
1106,HNEAP_RS08210,hypothetical protein,0.008745105,0.049284649,-0.147528425,0.047941626,FALSE
1107,HNEAP_RS08215,hypothetical protein,0.024633434,-0.004294865,0.026669395,0.110129659,FALSE
1108,HNEAP_RS08220,hypothetical protein,0.132810713,0.246672778,-0.005095927,-0.08297222,FALSE
1109,HNEAP_RS08230,DUF1738 domain-containing protein,-0.066250744,-0.017439113,-0.144835857,-0.033837831,FALSE
1110,HNEAP_RS08235,TRAG family protein,-0.023757013,-0.069585643,-0.067175067,-0.022663264,FALSE
1111,HNEAP_RS08240,single-stranded DNA-binding protein,0.247832683,-0.085992327,-0.039767638,0.177719557,FALSE
1112,HNEAP_RS08245,cysteine hydrolase,-0.20062779,-0.254360081,-0.131550631,-0.106238019,FALSE
1113,HNEAP_RS08250,dihydrofolate reductase,-0.008814024,-0.139457374,0.095253946,0.124241489,FALSE
1114,HNEAP_RS08265,hypothetical protein,-0.01681771,-0.141989427,-0.146256737,-0.054886306,FALSE
1115,HNEAP_RS08275,ATPase,-0.241017175,-0.06874684,0.001573761,-0.215560416,FALSE
1116,HNEAP_RS08280,hypothetical protein,-0.301820262,-0.334637315,-0.177520818,-0.171846909,FALSE
1117,HNEAP_RS08285,hypothetical protein,0.255509613,0.199302705,0.077691654,0.055012293,FALSE
1118,HNEAP_RS08290,transglutaminase family protein,0.235170484,0.107852098,-0.005332995,-0.038141073,FALSE
1119,HNEAP_RS08305,hypothetical protein,0.101643419,0.066028473,0.131240204,0.17377635,FALSE
1120,HNEAP_RS08310,P-type conjugative transfer protein TrbG,-0.1684084,-0.050159332,-0.081803523,-0.073080161,FALSE
1121,HNEAP_RS08320,hypothetical protein,-0.441667759,-0.187460821,-0.298040426,-0.134090673,FALSE
1122,HNEAP_RS08335,hypothetical protein,0.262723183,0.273862275,0.005593304,0.058860255,FALSE
1123,HNEAP_RS08340,hypothetical protein,0.224427381,-0.489245537,-0.001109565,-0.040514692,FALSE
1124,HNEAP_RS08345,hypothetical protein,0.120563411,0.123831721,0.026552195,0.00535058,FALSE
1125,HNEAP_RS08350,low molecular weight phosphotyrosine protein phosphatase,0.053815334,0.05945215,-0.100216531,-0.081737211,FALSE
1126,HNEAP_RS08355,amino acid permease,-0.068237136,-0.075369316,-0.128725228,0.032618611,FALSE
1127,HNEAP_RS08360,exodeoxyribonuclease VII small subunit,-0.338121542,-0.67289339,0.226146907,0.126561156,FALSE
1128,HNEAP_RS08375,6-carboxytetrahydropterin synthase QueD,-0.630211755,-0.062951734,-0.561250456,-0.52529283,FALSE
1129,HNEAP_RS08385,PAS/PAC sensor-containing diguanylate cyclase/phosphodiesterase,-0.065077191,-0.068359012,-0.020430069,0.047353079,FALSE
1130,HNEAP_RS08390,TatD family deoxyribonuclease,-0.02404014,0.023265552,-0.175686984,-0.187025712,FALSE
1131,HNEAP_RS08395,chemotaxis protein MotA,0.045795019,-0.083925514,0.016449411,-0.146964317,FALSE
1132,HNEAP_RS08400,OmpA/MotB domain-containing protein,-0.041675113,-0.024732976,-0.017718214,-0.004003378,FALSE
1133,HNEAP_RS08405,HIT family protein,-0.120986477,-0.312105585,-0.368866213,-0.284159288,FALSE
1134,HNEAP_RS08410,GGDEF domain-containing protein,-0.045330363,-0.062233785,-0.026776995,-0.022842696,FALSE
1135,HNEAP_RS08415,DNA polymerase I,-0.410658465,-0.691361264,-0.424250064,-0.507108546,FALSE
1136,HNEAP_RS08420,TIGR00730 family Rossman fold protein,-0.014854476,-0.048989755,0.021576885,-0.011007519,FALSE
1137,HNEAP_RS08430,tRNA dihydrouridine synthase DusB,0.066807291,-0.000859208,0.053985413,-0.079738159,FALSE
1138,HNEAP_RS08440,hypothetical protein,-0.105213992,-0.116201046,-0.10960674,-0.131661794,FALSE
1139,HNEAP_RS08445,diguanylate cyclase,-0.145597315,-0.133276271,-0.30433952,-0.232858669,FALSE
1140,HNEAP_RS08455,phosphoglycerate mutase,-0.077745229,-0.100510902,0.032556633,-0.17132086,FALSE
1141,HNEAP_RS08460,signaling modulator of AmpD  AmpE,-0.071412577,-0.131652194,-0.002235781,-0.060832794,FALSE
1142,HNEAP_RS08465,1 6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,-0.055109787,-1.009496867,-0.258236697,-1.577572328,FALSE
1143,HNEAP_RS08470,TetR/AcrR family transcriptional regulator,-0.169680132,0.045736386,-0.140208687,-0.116253159,FALSE
1144,HNEAP_RS08475,hypothetical protein,0.133452531,-0.111011591,0.196066369,0.057986659,FALSE
1145,HNEAP_RS08480,hypothetical protein,0.131738512,0.032908803,0.09515359,-0.105313951,FALSE
1146,HNEAP_RS08485,EamA/RhaT family transporter,0.05185807,-0.038237844,0.061206756,0.029718055,FALSE
1147,HNEAP_RS08490,4-carboxymuconolactone decarboxylase,0.218682071,-0.018565332,0.043109105,0.235480017,FALSE
1148,HNEAP_RS08495,CinA family protein,-0.440202823,-0.185561044,-0.511270531,-0.256432449,FALSE
1149,HNEAP_RS08500,hypothetical protein,0.084569536,0.10803238,0.163694388,0.182113203,FALSE
1150,HNEAP_RS08505,thiamine-binding protein,0.01913877,-0.009327641,-0.33945665,0.044808521,FALSE
1151,HNEAP_RS08510,peptidase S8,0.039937875,0.111155696,0.003886444,0.059277947,FALSE
1152,HNEAP_RS08515,hypothetical protein,0.04981301,0.156569447,-0.099839973,-0.107161648,FALSE
1153,HNEAP_RS08520,DNA damage-inducible protein DinB,-0.13776573,0.044738718,-0.214657307,-0.028577763,FALSE
1154,HNEAP_RS08530,PLP-dependent aminotransferase family protein,-0.071222511,0.004206437,0.232537803,0.182593813,FALSE
1155,HNEAP_RS08535,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,0.08354311,0.01580499,0.003773886,0.074710696,FALSE
1156,HNEAP_RS08540,FimV protein,0.723983457,0.369528578,0.767178528,0.731715874,FALSE
1157,HNEAP_RS08555,permease,-0.056952522,-0.152379771,-0.147434929,-0.098115486,FALSE
1158,HNEAP_RS08570,LysR family transcriptional regulator,-0.082606663,-0.050303873,-0.013959928,0.110325404,FALSE
1159,HNEAP_RS08575,alkene reductase,-0.052097118,-0.072064457,-0.026086539,0.062309567,FALSE
1160,HNEAP_RS08580,DUF2288 domain-containing protein,-0.261926012,-0.029041076,0.217288152,0.197033535,FALSE
1161,HNEAP_RS08590,hypothetical protein,0.00483437,0.32713773,-0.033315716,0.273472909,FALSE
1162,HNEAP_RS08615,biopolymer transporter ExbD,0.007478437,-0.117928644,-0.148021394,-0.02020022,FALSE
1163,HNEAP_RS08620,MotA/TolQ/ExbB proton channel family protein,-0.398593205,-0.122672421,-0.300386927,-0.190894649,FALSE
1164,HNEAP_RS08625,DUF4140 domain-containing protein,-0.134433089,-0.059702351,-0.115378555,-0.17025576,FALSE
1165,HNEAP_RS08635,nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase,-0.032974893,-0.223389058,-0.13579129,-0.113512764,FALSE
1166,HNEAP_RS08640,TIGR02099 family protein,-0.755472218,-0.851840531,-0.877040983,-0.940118077,FALSE
1167,HNEAP_RS08645,Rne/Rng family ribonuclease,-0.27931507,-0.76745779,-0.088425575,-0.5994485,FALSE
1168,HNEAP_RS08650,septum formation inhibitor Maf,-0.235305594,-0.117855308,-0.020054186,0.150272837,FALSE
1169,HNEAP_RS08655,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,0.115996934,0.026026309,0.022159506,0.056784448,FALSE
1170,HNEAP_RS08660,ribosome silencing factor,-0.059101023,-0.062521636,-0.025083226,-0.028345529,FALSE
1171,HNEAP_RS08680,lipoprotein B,-0.342819403,-0.026188788,0.144214243,-0.167495212,FALSE
1172,HNEAP_RS08690,hypothetical protein,0.362643778,0.214548263,0.423072635,0.311222527,FALSE
1173,HNEAP_RS08700,peptidase,-0.067312695,-0.150732352,-0.083270955,-0.10835813,FALSE
1174,HNEAP_RS08705,translocation/assembly module TamB,0.074240308,0.067133213,0.057388109,0.068950578,FALSE
1175,HNEAP_RS08710,hypothetical protein,-0.045078185,-0.005403984,-0.018659919,0.001531506,FALSE
1176,HNEAP_RS08715,outer membrane protein assembly factor,0.034683742,0.029252295,0.096301425,0.075482919,FALSE
1177,HNEAP_RS08725,EamA family transporter,-0.027844098,0.182483245,-0.120113972,-0.013460382,FALSE
1178,HNEAP_RS08730,thioredoxin,-0.068133324,-0.076747021,0.138610079,0.095708737,FALSE
1179,HNEAP_RS08735,ribonuclease Rne/Rng family,-0.870162099,-0.659248978,-0.761854013,-0.726199026,FALSE
1180,HNEAP_RS08745,RluA family pseudouridine synthase,-0.142701665,-0.145110298,-0.175460151,-0.167252305,FALSE
1181,HNEAP_RS08750,haloacid dehalogenase,-0.161855655,-0.000746957,-0.053195632,-0.02020022,FALSE
1182,HNEAP_RS08755,signal peptide peptidase SppA,0.068445144,0.100146685,-0.059383307,0.106113205,FALSE
1183,HNEAP_RS08760,ATP-dependent Clp protease adapter ClpS,0.456088783,0.348624678,0.042161205,0.121487877,FALSE
1184,HNEAP_RS08765,ATP-dependent Clp protease ATP-binding subunit ClpA,-0.299629914,-0.154494619,-0.193346652,-0.143648999,FALSE
1185,HNEAP_RS08775,nitroreductase,0.207221872,0.043544251,0.092261036,0.103659669,FALSE
1186,HNEAP_RS08780,hypothetical protein,0.06852493,0.141218102,-0.212249936,-0.076684326,FALSE
1187,HNEAP_RS08785,hypothetical protein,-0.013426121,0.138617775,-0.063420556,-0.210597563,FALSE
1188,HNEAP_RS08790,flagellar hook-associated protein 3,-0.257798578,-0.224883388,0.01190271,-0.196389942,FALSE
1189,HNEAP_RS08795,flagellar hook-associated protein FlgK,-0.098829241,-0.227152277,-0.112558323,-0.165303441,FALSE
1190,HNEAP_RS08800,flagellar assembly peptidoglycan hydrolase FlgJ,0.037291522,-0.007180283,0.003080683,0.010985021,FALSE
1191,HNEAP_RS08805,flagellar basal body P-ring protein FlgI,-0.120768524,-0.157215133,0.176620525,-0.16325269,FALSE
1192,HNEAP_RS08810,flagellar basal body L-ring protein FlgH,-0.110437151,-0.147353279,0.058393249,-0.182981375,FALSE
1193,HNEAP_RS08815,flagellar basal-body rod protein FlgG,-0.098332553,-0.08969676,-0.040542069,-0.036257874,FALSE
1194,HNEAP_RS08820,flagellar basal-body rod protein FlgF,-0.169707778,-0.132521081,-0.12178464,-0.128758611,FALSE
1195,HNEAP_RS08825,flagellar hook protein FlgE,-0.166450411,-0.140345798,-0.072075386,-0.161764033,FALSE
1196,HNEAP_RS08830,flagellar hook capping protein,-0.102279688,-0.145426784,-0.0466339,-0.183487262,FALSE
1197,HNEAP_RS08835,flagellar basal body rod protein FlgC,-0.073103294,-0.171029466,0.103243327,-0.035157082,FALSE
1198,HNEAP_RS08840,flagellar basal body rod protein FlgB,0.130558222,0.161334533,-0.053852938,0.045768388,FALSE
1199,HNEAP_RS08845,HlyC/CorC family transporter,-0.430823621,-0.842479032,-0.57664169,-1.13745135,FALSE
1200,HNEAP_RS08850,DNA repair protein RadA,0.008444836,0.097593384,-0.090291989,-0.081806379,FALSE
1201,HNEAP_RS08860,hypothetical protein,0.197972011,-0.20799537,-0.288574326,-0.131078509,FALSE
1202,HNEAP_RS08865,electron transport complex subunit RsxE,-0.150876971,0.051202016,-0.200986642,0.033467616,FALSE
1203,HNEAP_RS08880,electron transport complex subunit RsxC,0.128184974,-0.014243811,0.015189571,-0.184937659,FALSE
1204,HNEAP_RS08895,NADH-ubiquinone oxidoreductase,-0.051890122,0.064109382,-0.018123389,-0.078633582,FALSE
1205,HNEAP_RS08900,NADH ubiquinone oxidoreductase,0.04900026,0.191184785,-0.109235522,-0.113946333,FALSE
1206,HNEAP_RS08905,NADH-quinone oxidoreductase subunit D,-0.039010244,0.00631999,0.063751805,0.032873706,FALSE
