,Locus Id,NCBI Accession number,NCBI gi number,First base pair in the CDS,Last base pair in the CDS,Gene length,Direction of CDS,Gene description,Fraction GC,Number of TA pairs,Uncorrected replicate 1 p value,Bonferroni corrected replicate 1 p value,Number of transposon insertions seen in replicate 1,Uncorrected replicate 2 p value,Bonferroni corrected replicate 2 p value,Number of transposon insertions seen in replicate 2,Is the gene essential?
123,HNEAP_RS00635,WP_012823033.1,502585241.0,126577,127962,1385.0,-,diguanylate cyclase,0.6075,17,0.9998117817114809,2407.5467703612458,82.0,0.999539656350361,2406.8914924916694,78.0,nonessential
124,HNEAP_RS00640,WP_012823034.1,502585242.0,127966,128337,371.0,-,response regulator,0.5806,2,0.9989677538529139,2405.514351277817,27.0,0.997222579242792,2401.311970816643,25.0,nonessential
125,HNEAP_RS00645,WP_012823035.1,502585243.0,128341,130917,2576.0,-,sensor histidine kinase,0.5813,35,0.9996646677744738,2407.1925200009327,137.0,0.9992479955746824,2406.189173343835,131.0,nonessential
126,HNEAP_RS00650,WP_081441066.1,1174219885.0,131115,131918,803.0,+,serine/threonine-protein phosphatase,0.5908,11,0.9999526431764618,2407.88596476892,55.0,0.9999600453240075,2407.90378914021,54.0,nonessential
127,HNEAP_RS00655,WP_012823037.1,502585245.0,131937,133043,1106.0,+,magnesium and cobalt transport protein CorA,0.5402,25,0.9999756682915459,2407.9414092460424,72.0,0.9999711463346048,2407.9305203737285,70.0,nonessential
128,HNEAP_RS00660,WP_081441067.1,1174219886.0,133150,134403,1253.0,+,glycosyltransferase family 1 protein,0.5789,28,0.9999999999999981,2407.9999999999955,112.0,0.999999999999991,2407.999999999978,108.0,nonessential
129,HNEAP_RS00665,WP_081441068.1,1174219887.0,134342,134968,626.0,+,phosphatase PAP2 family protein,0.5694,11,0.9999999758588373,2407.99994186808,55.0,0.9999997073094558,2407.9992952011694,51.0,nonessential
130,HNEAP_RS00670,WP_012823040.1,502585248.0,135220,136077,857.0,+,general secretion pathway protein GspC,0.5967,12,0.9999966734863133,2407.991989755042,62.0,0.9999974581096946,2407.9938791281447,61.0,nonessential
131,HNEAP_RS00675,WP_012823041.1,502585249.0,136074,138251,2177.0,+,type II secretion system protein GspD,0.5822,38,0.999999266713154,2407.998234245275,133.0,0.9999989375546992,2407.9974416317154,129.0,nonessential
132,HNEAP_RS00680,WP_012823042.1,502585250.0,138262,139770,1508.0,+,type II secretion system protein GspE,0.611,20,0.9999999995498151,2407.9999989159546,111.0,0.999999999672731,2407.9999992119365,109.0,nonessential
133,HNEAP_RS00685,WP_012823043.1,502585251.0,139777,141000,1223.0,+,type II secretion system protein GspF,0.5915,18,0.6743097015373525,1623.7377613019448,51.0,0.7921516914053766,1907.5012729041468,52.0,nonessential
134,HNEAP_RS00690,WP_012823044.1,502585252.0,141003,141503,500.0,+,type II secretion system protein GspG,0.5669,10,0.010551604870986915,25.408264529336492,10.0,0.014637445076833362,35.246967745014736,10.0,nonessential
135,HNEAP_RS12080,WP_012823045.1,502585253.0,141512,142153,641.0,+,prepilin-type cleavage/methylation domain-containing protein,0.5685,16,0.8470130304835998,2039.6073774045083,30.0,0.8820046138559371,2123.8671101650966,30.0,nonessential
136,HNEAP_RS12085,WP_012823046.1,502585254.0,142153,142545,392.0,+,type II secretion system protein GspI,0.5878,10,0.9999775129547962,2407.9458511951493,33.0,0.9999312042828223,2407.8343399130363,31.0,nonessential
137,HNEAP_RS00705,WP_012823047.1,502585255.0,142542,143303,761.0,+,type II secretion system protein GspJ,0.5945,6,0.14365866184208045,345.93005771572973,24.0,0.06568103872466759,158.15994124899956,21.0,nonessential
138,HNEAP_RS00710,WP_012823048.1,502585256.0,143300,144247,947.0,+,general secretion pathway protein GspK,0.5897,20,0.9034315199761987,2175.4631001026864,45.0,0.9509652154769475,2289.9242388684893,46.0,nonessential
139,HNEAP_RS00715,WP_012823049.1,502585257.0,144220,145470,1250.0,+,type II secretory pathway component PulL-like protein,0.5947,16,0.9999999986010706,2407.999996631378,95.0,0.9999999889791679,2407.9999734618364,90.0,nonessential
140,HNEAP_RS00720,WP_012823050.1,502585258.0,145507,146025,518.0,+,type II secretion system protein M,0.5896,5,0.9966285831286307,2399.8816281737427,33.0,0.9933003835960298,2391.86732369924,31.0,nonessential
141,HNEAP_RS00725,WP_012823051.1,502585259.0,146022,146858,836.0,+,type II secretion system protein N,0.5866,17,0.999988585260254,2407.972513306692,59.0,0.9999379619403188,2407.8506123522875,55.0,nonessential
142,HNEAP_RS00730,WP_012823052.1,502585260.0,147180,147905,725.0,+,DUF4395 domain-containing protein,0.5441,18,0.8173731589015332,1968.234566634892,33.0,0.8590634413935034,2068.6247668755564,33.0,nonessential
143,HNEAP_RS00735,WP_049772433.1,908628400.0,148001,149407,1406.0,-,hypothetical protein,0.5245,46,0.1960651253767247,472.1248219071531,49.0,0.1799973848772469,433.4337027844105,47.0,nonessential
144,HNEAP_RS00740,WP_012823054.1,502585262.0,150296,152344,2048.0,+,BCCT family transporter,0.5476,39,0.9999999991056103,2407.9999978463097,139.0,0.9999999954407222,2407.999989021259,133.0,nonessential
145,HNEAP_RS00745,WP_012823055.1,502585263.0,152452,153762,1310.0,+,MFS transporter,0.5873,26,0.36939003062683806,889.4911937494261,49.0,0.51290528676701,1235.07593053496,50.0,nonessential
146,HNEAP_RS00750,WP_012823056.1,502585264.0,153774,155000,1226.0,-,MFS transporter,0.577,15,0.44137790225741846,1062.8379886358637,47.0,0.4090160941966624,984.9107548255631,45.0,nonessential
147,HNEAP_RS12090,WP_012823057.1,502585265.0,155248,156309,1061.0,+,peptidoglycan-binding lysin domain-containing protein-containing protein,0.548,17,0.9267174367625988,2231.535587724338,51.0,0.9134003655570144,2199.4680802612907,49.0,nonessential
148,HNEAP_RS00760,WP_012823058.1,502585266.0,156405,158078,1673.0,-,serine/threonine protein kinase,0.5639,35,0.9999990096720318,2407.9976152902527,107.0,0.9999992606431465,2407.998219628697,105.0,nonessential
149,HNEAP_RS00765,WP_012823059.1,502585267.0,158292,158810,518.0,-,phosphopeptide-binding protein,0.5318,14,0.9831897730248382,2367.5209734438104,30.0,0.988553217002096,2380.436146541047,30.0,nonessential
150,HNEAP_RS00770,WP_012823060.1,502585268.0,159004,159393,389.0,-,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,0.5436,6,0.7135144744560664,1718.142854490208,17.0,0.6685137542915172,1609.7811203339734,16.0,nonessential
151,HNEAP_RS00775,WP_081441069.1,1174219888.0,159510,163034,3524.0,+,chromosome segregation protein SMC,0.6057,34,0.9999999999999999,2407.9999999999995,246.0,0.9999999999999999,2407.9999999999995,240.0,nonessential
152,HNEAP_RS00780,WP_012823062.1,502585270.0,163039,164034,995.0,+,cell division protein ZipA,0.5703,11,3.9348350720241143e-14,9.475082853434067e-11,3.0,1.2336370531648716e-13,2.9705980240210106e-10,3.0,essential
153,HNEAP_RS00785,WP_012823063.1,502585271.0,164040,166097,2057.0,+,NAD-dependent DNA ligase LigA,0.5982,33,1.5096557927804854e-30,3.6352511490154086e-27,4.0,1.712797798441671e-29,4.124417098647544e-26,4.0,essential
154,HNEAP_RS00790,WP_041600514.1,753844897.0,166155,167123,968.0,+,octaprenyl diphosphate synthase,0.6109,15,9.438862963834639e-18,2.2728782016913812e-14,0.0,3.140230177204023e-17,7.561674266707288e-14,0.0,essential
155,HNEAP_RS00800,WP_012823065.1,502585273.0,167318,167785,467.0,-,Lrp/AsnC family transcriptional regulator,0.5513,10,0.9783727691315584,2355.9216280687924,27.0,0.9746298009068619,2346.9085605837236,26.0,nonessential
156,HNEAP_RS00810,WP_012823066.1,502585274.0,169850,171724,1874.0,+,ABC transporter ATP-binding protein,0.5888,24,0.8593087341024706,2069.215431718749,83.0,0.9114453967169369,2194.7605152943843,83.0,nonessential
157,HNEAP_RS00815,WP_081441070.1,1174219889.0,171795,172319,524.0,+,phosphohistidine phosphatase SixA,0.5752,4,0.7345734491442699,1768.852865539402,23.0,0.7797150019517475,1877.5537246998078,23.0,nonessential
158,HNEAP_RS00820,WP_012823068.1,502585276.0,172415,172978,563.0,+,rhombosortase,0.555,13,0.6104089158327854,1469.8646693253474,23.0,0.5846313332222752,1407.7922503992388,22.0,nonessential
159,HNEAP_RS00825,WP_012823069.1,502585277.0,173038,174135,1097.0,+,transaldolase,0.5638,23,0.9814137546843036,2363.244321279803,57.0,0.9779277621636832,2354.850051290149,55.0,nonessential
160,HNEAP_RS00830,WP_012823070.1,502585278.0,174196,174966,770.0,-,hypothetical protein,0.537,10,0.9982830581658225,2403.8656040633005,47.0,0.9990677356336412,2405.755107405808,47.0,nonessential
161,HNEAP_RS00835,WP_041600516.1,753844899.0,174963,175508,545.0,-,RNA polymerase sigma factor,0.5421,8,0.9879842864571318,2379.066161788773,32.0,0.9920553439993293,2388.869268350385,32.0,nonessential
162,HNEAP_RS00840,WP_012823072.1,502585280.0,175789,176268,479.0,+,hypothetical protein,0.55,6,0.9999979506725474,2407.995065219494,41.0,0.9999990422382911,2407.997693709805,41.0,nonessential
163,HNEAP_RS00845,WP_012823073.1,502585281.0,176452,177756,1304.0,+,phosphate porin,0.5464,38,0.9999997230087507,2407.9993330050715,90.0,0.9999999250009302,2407.9998194022396,90.0,nonessential
164,HNEAP_RS00850,WP_012823074.1,502585282.0,177803,178861,1058.0,-,sensor domain-containing diguanylate cyclase,0.576,17,0.9999022133009922,2407.764529628789,67.0,0.9996568960544546,2407.1738056991267,63.0,nonessential
165,HNEAP_RS00855,WP_012823075.1,502585283.0,178858,179517,659.0,-,protein disulfide oxidoreductase,0.5864,9,0.9999718979211678,2407.932330194172,48.0,0.9999869550601067,2407.968587784737,48.0,nonessential
166,HNEAP_RS00860,WP_012823076.1,502585284.0,179601,180782,1181.0,+,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,0.5854,16,1.693161930066249e-21,4.077133927599528e-18,0.0,7.33856364819193e-21,1.7671261264846168e-17,0.0,essential
167,HNEAP_RS00865,WP_012823077.1,502585285.0,180787,181272,485.0,+,dUTP diphosphatase,0.6111,11,0.26829698277545516,646.059134523296,16.0,0.31389005768331335,755.8472589014185,16.0,nonessential
168,HNEAP_RS00870,WP_012823078.1,502585286.0,181310,182197,887.0,+,acetylglutamate kinase,0.5631,12,1.778612275746413e-13,4.2828983599973624e-10,2.0,5.030497527793401e-13,1.2113438046926509e-09,2.0,essential
169,HNEAP_RS00875,WP_049772550.1,908628517.0,182540,182836,296.0,+,hypothetical protein,0.5589,5,0.16688083639083398,401.84905402912824,8.0,0.1935475616048787,466.06252834454796,8.0,nonessential
170,HNEAP_RS00880,WP_081441071.1,1174219890.0,182847,183539,692.0,-,DUF4124 domain-containing protein,0.5036,10,0.7874601735615762,1896.2040979362755,31.0,0.8324843121082821,2004.6222235567434,31.0,nonessential
171,HNEAP_RS00885,WP_012823081.1,502585290.0,183708,184925,1217.0,-,MFS transporter,0.5739,18,0.9999999999207406,2407.9999998091434,97.0,0.9999999992734979,2407.999998250583,92.0,nonessential
172,HNEAP_RS00890,WP_012823082.1,502585291.0,185244,185927,683.0,+,ArsR family transcriptional regulator,0.595,13,0.9453486658458858,2276.399587356893,35.0,0.9744098080503085,2346.378817785143,36.0,nonessential
173,HNEAP_RS00895,WP_012823083.1,502585292.0,185924,186892,968.0,+,ATPase AAA,0.6047,14,0.8008291730000497,1928.3966485841197,43.0,0.7644676048732393,1840.8379925347601,41.0,nonessential
174,HNEAP_RS00900,WP_012823084.1,502585293.0,187055,188128,1073.0,+,DUF58 domain-containing protein,0.6108,11,0.5042477692657132,1214.2286283918374,42.0,0.5220527187504242,1257.1029467510216,41.0,nonessential
175,HNEAP_RS00905,WP_041600313.1,753844696.0,188125,188670,545.0,+,hypothetical protein,0.5971,6,0.8567546129932029,2063.0651080876323,26.0,0.8878631975917046,2137.974579800825,26.0,nonessential
176,HNEAP_RS00910,WP_012823086.1,502585295.0,188678,189697,1019.0,+,VWA domain-containing protein,0.6049,17,0.9995309617108942,2406.8705557998333,62.0,0.99992750415275,2407.825429999822,64.0,nonessential
177,HNEAP_RS00915,WP_012823087.1,502585296.0,189700,191658,1958.0,+,hypothetical protein,0.5865,36,0.953617459564236,2296.3108426306803,92.0,0.9751337093830997,2348.121972194504,92.0,nonessential
178,HNEAP_RS00920,WP_041600314.1,753844697.0,191745,193094,1349.0,+,hypothetical protein,0.5689,29,0.9708953471471914,2337.915995930437,67.0,0.9834124015251492,2368.057062872559,67.0,nonessential
179,HNEAP_RS00925,WP_081441072.1,1174219891.0,193091,193804,713.0,-,hypothetical protein,0.5098,22,0.9949089790633204,2395.7408215844757,42.0,0.9969888084678151,2400.749050790499,42.0,nonessential
180,HNEAP_RS00930,WP_012823090.1,502585299.0,194015,194362,347.0,-,High potential iron-sulfur protein,0.5603,8,0.8475079225613532,2040.7990775277385,17.0,0.8740862568313588,2104.799706449912,17.0,nonessential
181,HNEAP_RS00935,WP_012823091.1,502585300.0,194496,195998,1502.0,+,SELO family protein,0.5928,34,0.9999999996405804,2407.9999991345176,111.0,0.9999999999358705,2407.9999998455764,111.0,nonessential
182,HNEAP_RS00940,WP_012823092.1,502585301.0,196011,197153,1142.0,-,hypothetical protein,0.5713,24,0.5795265543665484,1395.4999429146487,46.0,0.6592387400350621,1587.4468860044296,46.0,nonessential
183,HNEAP_RS00945,WP_012823093.1,502585302.0,197336,197824,488.0,+,diaminobutyrate acetyltransferase,0.5583,12,0.9993236456877608,2406.371338816128,34.0,0.999216280248175,2406.112802837605,33.0,nonessential
184,HNEAP_RS00950,WP_012823094.1,502585303.0,197858,199147,1289.0,+,diaminobutyrate--2-oxoglutarate transaminase,0.5465,25,0.9987304121398405,2404.942832432736,73.0,0.9991163489731338,2405.872168327306,72.0,nonessential
185,HNEAP_RS00955,WP_012823095.1,502585304.0,199144,199551,407.0,+,ectoine synthase,0.5441,7,0.018447681818708737,44.42201781945064,8.0,0.047763242007546426,115.01388675417179,9.0,nonessential
186,HNEAP_RS00960,WP_012823096.1,502585305.0,199779,200633,854.0,-,inositol monophosphatase,0.5988,7,0.7930613897182329,1909.6918264415049,38.0,0.8417226613292883,2026.8681684809262,38.0,nonessential
187,HNEAP_RS00965,WP_012823097.1,502585306.0,200739,201752,1013.0,-,rhodanese,0.5621,18,0.9999999979949329,2407.999995171798,81.0,0.9999999997741065,2407.9999994560485,82.0,nonessential
188,HNEAP_RS00970,WP_081441073.1,1174219892.0,202045,202833,788.0,-,DUF2076 domain-containing protein,0.6008,12,0.99564525126415,2397.5137650440734,46.0,0.9959421458489425,2398.2286872042537,45.0,nonessential
189,HNEAP_RS00975,WP_012823099.1,502585308.0,202943,203884,941.0,-,bifunctional riboflavin kinase/FAD synthetase,0.604,9,1.5685245794117706e-10,3.7770071872235437e-07,6.0,6.5147322718773e-11,1.5687475310680539e-07,5.0,essential
190,HNEAP_RS00980,WP_012823100.1,502585309.0,204104,204946,842.0,+,type II restriction endonuclease,0.3689,62,1.4656494923780437e-06,0.003529283977646329,10.0,8.852243608988415e-07,0.0021316202610444103,9.0,essential
191,HNEAP_RS00985,WP_012823101.1,502585310.0,204946,205860,914.0,+,DNA adenine methylase,0.3858,52,7.901926912683676e-12,1.9027840005742293e-08,4.0,2.172864416583593e-11,5.2322575151332916e-08,4.0,essential
192,HNEAP_RS00990,WP_012823102.1,502585311.0,206010,206315,305.0,-,DUF3240 domain-containing protein,0.5686,6,0.4470978827921368,1076.6117017634654,11.0,0.48980945746899063,1179.4611735853293,11.0,nonessential
193,HNEAP_RS00995,WP_012823103.1,502585312.0,206312,209416,3104.0,-,CusA/CzcA family heavy metal efflux RND transporter,0.5923,37,0.9927099941199538,2390.4456658408485,150.0,0.9909340474652644,2386.1691862963567,145.0,nonessential
194,HNEAP_RS01000,WP_012823104.1,502585313.0,209416,210552,1136.0,-,efflux RND transporter periplasmic adaptor subunit,0.6033,13,0.9999999999999962,2407.999999999991,104.0,0.999999999999947,2407.9999999998727,99.0,nonessential
195,HNEAP_RS01005,WP_081441074.1,1174219893.0,210549,211937,1388.0,-,TolC family protein,0.599,15,0.9999999998615504,2407.9999996666133,106.0,0.9999999981247333,2407.999995484358,100.0,nonessential
196,HNEAP_RS01010,WP_012823106.1,502585315.0,212094,212882,788.0,+,DNA-binding response regulator,0.5754,16,0.9990311522184246,2405.6670145419666,49.0,0.9994944519824536,2406.782640373748,49.0,nonessential
197,HNEAP_RS01015,WP_012823107.1,502585316.0,212879,214294,1415.0,+,two-component sensor histidine kinase,0.5664,30,0.9999999999999999,2407.9999999999995,145.0,0.9999999999999999,2407.9999999999995,143.0,nonessential
198,HNEAP_RS01020,WP_012823108.1,502585317.0,214686,216095,1409.0,+,glutamate--ammonia ligase,0.5504,30,9.799810629978494e-24,2.3597943996988212e-20,1.0,5.464248163217042e-23,1.3157909577026638e-19,1.0,essential
199,HNEAP_RS01025,WP_012823109.1,502585318.0,216269,216736,467.0,-,tryptophan-rich sensory protein,0.5278,11,0.41665544738694416,1003.3063173077616,17.0,0.4689699117133287,1129.2795474056954,17.0,nonessential
200,HNEAP_RS01030,WP_012823110.1,502585319.0,216936,219419,2483.0,-,DUF2309 domain-containing protein,0.5841,39,0.9999999998574943,2407.9999996568463,165.0,0.9999999998442094,2407.999999624856,161.0,nonessential
201,HNEAP_RS01035,WP_012823111.1,502585320.0,219465,221120,1655.0,-,NADH dehydrogenase subunit 5,0.5634,26,0.9996981068836367,2407.273041375797,94.0,0.9998311797710653,2407.593480888725,93.0,nonessential
202,HNEAP_RS01040,WP_012823112.1,502585321.0,221411,222358,947.0,+,LysR family transcriptional regulator,0.5222,23,0.010901881736409054,26.251731221273,24.0,0.017202398728656792,41.423376138605555,24.0,nonessential
203,HNEAP_RS01045,WP_012823113.1,502585322.0,222448,222801,353.0,+,DUF3817 domain-containing protein,0.5282,6,0.5693633309394208,1371.0269009021254,14.0,0.7120342086704357,1714.5783744784092,15.0,nonessential
204,HNEAP_RS01050,WP_012823114.1,502585323.0,223050,223448,398.0,+,aminoacyl-tRNA hydrolase,0.5514,5,0.0013678287364411413,3.293731597350268,5.0,0.001935426792753823,4.660507716951206,5.0,nonessential
205,HNEAP_RS01055,WP_012823115.1,502585324.0,223467,224009,542.0,+,hypothetical protein,0.5617,11,0.6789400963106712,1634.8877519160962,23.0,0.7293658521861233,1756.3129720641848,23.0,nonessential
206,HNEAP_RS01060,WP_012823116.1,502585325.0,224238,225791,1553.0,+,thioredoxin domain-containing protein,0.536,42,0.9999999847194204,2407.9999632043646,108.0,0.9999997648325969,2407.9994337168932,101.0,nonessential
207,HNEAP_RS01065,WP_012823117.1,502585326.0,226041,227918,1877.0,+,DUF839 domain-containing protein,0.5501,43,0.9999988164360168,2407.9971499779285,117.0,0.9999992191094557,2407.998119615569,115.0,nonessential
208,HNEAP_RS01070,WP_012823118.1,502585327.0,228104,229846,1742.0,+,hypothetical protein,0.5559,40,0.9989727398571797,2405.5263575760887,95.0,0.9991306937166433,2405.906710469677,93.0,nonessential
209,HNEAP_RS12425,WP_012823119.1,502585328.0,229934,232051,2117.0,+,PKD domain-containing protein,0.5378,61,0.998328185906458,2403.9742716627507,111.0,0.9993858211813476,2406.521057404685,111.0,nonessential
210,HNEAP_RS01080,WP_041600317.1,753844700.0,232259,233389,1130.0,-,hypothetical protein,0.5553,18,0.4274624202483918,1029.3295079581276,43.0,0.3868781992751025,931.6027038544468,41.0,nonessential
211,HNEAP_RS01085,WP_012823121.1,502585330.0,233428,233628,200.0,-,DUF2892 domain-containing protein,0.4925,7,0.3161657341870342,761.3270879223784,6.0,0.34710934310189284,835.8392981893579,6.0,nonessential
212,HNEAP_RS01090,WP_012823122.1,502585331.0,233704,234051,347.0,-,hypothetical protein,0.5575,8,0.9991994912110722,2406.072374836262,26.0,0.999490506407827,2406.773139430047,26.0,nonessential
213,HNEAP_RS01095,WP_012823123.1,502585332.0,234504,235751,1247.0,+,lipoprotein-releasing system transmembrane subunit LolC,0.5825,19,1.1692235769639836e-22,2.8154903733292724e-19,0.0,5.500521843060631e-22,1.324525659809e-18,0.0,essential
214,HNEAP_RS01100,WP_012823124.1,502585333.0,235744,236451,707.0,+,ABC transporter ATP-binding protein,0.6102,5,1.1108278675838614e-11,2.674873505141938e-08,1.0,2.5917813660207757e-11,6.241009529378028e-08,1.0,essential
215,HNEAP_RS01105,WP_012823125.1,502585334.0,236581,238059,1478.0,+,alkaline invertase,0.5903,19,0.9999999958230872,2407.999989941994,106.0,0.9999999983348594,2407.9999959903416,105.0,nonessential
