locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,length,nBegin,nEnd,nStrains,insertionIndex,normalizedGCInsertions,normalizedGCStrains,gammaLikelyRatio
HNEAP_RS09870,HNEAP_RS09870,1,NC_013422.1,2123587,2123811,-,,transcriptional regulator,0.48,6,224,2123609.4,2123788.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09875,HNEAP_RS09875,1,NC_013422.1,2124017,2125120,-,,porin,0.4955,44,1103,2124127.3,2125009.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09895,HNEAP_RS09895,1,NC_013422.1,2130303,2131508,+,,ADP-forming succinate--CoA ligase subunit beta,0.5929,12,1205,2130423.5,2131387.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09900,HNEAP_RS09900,1,NC_013422.1,2131505,2132392,+,,succinate--CoA ligase subunit alpha,0.6059,15,887,2131593.7,2132303.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09905,HNEAP_RS09905,1,NC_013422.1,2132445,2134130,+,,NAD+ synthase,0.6008,34,1685,2132613.5,2133961.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09940,HNEAP_RS09940,1,NC_013422.1,2140429,2141655,-,,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase,0.5974,17,1226,2140551.6,2141532.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09950,HNEAP_RS09950,1,NC_013422.1,2143151,2145913,-,,preprotein translocase subunit SecA,0.5632,42,2762,2143427.2,2145636.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09955,HNEAP_RS09955,1,NC_013422.1,2146210,2146656,+,,DUF721 domain-containing protein,0.5548,9,446,2146254.6,2146611.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09960,HNEAP_RS09960,1,NC_013422.1,2146713,2147630,-,,UDP-3-O-acyl-N-acetylglucosamine deacetylase,0.5534,14,917,2146804.7,2147538.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09970,HNEAP_RS09970,1,NC_013422.1,2149951,2150298,-,,50S ribosomal protein L19,0.5546,4,347,2149985.7,2150263.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09975,HNEAP_RS09975,1,NC_013422.1,2150315,2151073,-,,tRNA (guanosine(37)-N1)-methyltransferase TrmD,0.5665,10,758,2150390.8,2150997.2,1,0.0016490765171503958,0.04176412261855137,0.04176412261855137,11.948732257150704
HNEAP_RS09980,HNEAP_RS09980,1,NC_013422.1,2151134,2151670,-,,ribosome maturation factor RimM,0.5326,16,536,2151187.6,2151616.4,1,0.0023320895522388058,0.06246364509142609,0.06246364509142609,10.125825022262466
HNEAP_RS09985,HNEAP_RS09985,1,NC_013422.1,2151677,2151937,-,,30S ribosomal protein S16,0.5862,5,260,2151703.0,2151911.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09990,HNEAP_RS09990,1,NC_013422.1,2152104,2153399,-,,adenylosuccinate synthase,0.5833,30,1295,2152233.5,2153269.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS09995,HNEAP_RS09995,1,NC_013422.1,2153392,2154591,-,,ATP phosphoribosyltransferase regulatory subunit,0.5725,21,1199,2153511.9,2154471.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10035,HNEAP_RS10035,1,NC_013422.1,2162040,2163260,-,,N-acetylmuramoyl-L-alanine amidase,0.5708,28,1220,2162162.0,2163138.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10045,HNEAP_RS10045,1,NC_013422.1,2163753,2164280,-,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,0.5511,10,527,2163805.7,2164227.3,1,0.0023719165085388993,0.06159440620135312,0.06159440620135312,10.192925124964708
HNEAP_RS10055,HNEAP_RS10055,1,NC_013422.1,2165889,2166899,-,,tryptophan--tRNA ligase,0.5559,22,1010,2165990.0,2166798.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10060,HNEAP_RS10060,1,NC_013422.1,2167115,2167351,+,,50S ribosomal protein L28,0.5654,4,236,2167138.6,2167327.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10075,HNEAP_RS10075,1,NC_013422.1,2168622,2168894,+,,30S ribosomal protein S20,0.5385,5,272,2168649.2,2168866.8,1,0.004595588235294117,0.12186851716845949,0.12186851716845949,6.656008378040223
HNEAP_RS10085,HNEAP_RS10085,1,NC_013422.1,2169947,2170684,-,,orotate phosphoribosyltransferase,0.5379,16,737,2170020.7,2170610.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10135,HNEAP_RS10135,1,NC_013422.1,2178858,2179679,+,,outer membrane protein assembly factor BamD,0.545,24,821,2178940.1,2179596.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10175,HNEAP_RS10175,1,NC_013422.1,2188306,2188698,-,,30S ribosomal protein S9,0.5674,6,392,2188345.2,2188658.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10180,HNEAP_RS10180,1,NC_013422.1,2188716,2189144,-,,50S ribosomal protein L13,0.5291,10,428,2188758.8,2189101.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10200,HNEAP_RS10200,1,NC_013422.1,2191507,2192316,-,,indole-3-glycerol-phosphate synthase,0.584,7,809,2191587.9,2192235.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10205,HNEAP_RS10205,1,NC_013422.1,2192309,2193367,-,,anthranilate phosphoribosyltransferase,0.6081,14,1058,2192414.8,2193261.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10210,HNEAP_RS10210,1,NC_013422.1,2193678,2194604,+,,glycine--tRNA ligase subunit alpha,0.5912,21,926,2193770.6,2194511.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10215,HNEAP_RS10215,1,NC_013422.1,2194652,2196730,+,,glycine--tRNA ligase subunit beta,0.5974,27,2078,2194859.8,2196522.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10220,HNEAP_RS10220,1,NC_013422.1,2196737,2197510,+,,1-acyl-sn-glycerol-3-phosphate acyltransferase,0.5633,14,773,2196814.3,2197432.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10250,HNEAP_RS10250,1,NC_013422.1,2200992,2202254,-,,malate dehydrogenase,0.6002,23,1262,2201118.2,2202127.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10290,HNEAP_RS10290,1,NC_013422.1,2212638,2213801,-,,8-amino-7-oxononanoate synthase,0.6306,19,1163,2212754.3,2213684.7,1,0.0010748065348237317,0.024679007140526326,0.024679007140526326,13.977776602545466
HNEAP_RS10300,HNEAP_RS10300,1,NC_013422.1,2215848,2217227,+,,sigma-54-dependent Fis family transcriptional regulator,0.5703,21,1379,2215985.9,2217089.1,8,0.00725163161711385,0.18253879761274533,0.18253879761274533,4.333763132692853
HNEAP_RS10315,HNEAP_RS10315,1,NC_013422.1,2219148,2219453,+,,thiosulfate oxidation carrier complex protein SoxZ,0.4641,8,305,2219178.5,2219422.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10335,HNEAP_RS10335,1,NC_013422.1,2222591,2223574,-,,lipid A biosynthesis acyltransferase,0.5772,19,983,2222689.3,2223475.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10340,HNEAP_RS10340,1,NC_013422.1,2223571,2225022,-,,potassium transporter,0.553,29,1451,2223716.1,2224876.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10345,HNEAP_RS10345,1,NC_013422.1,2225052,2226428,-,,Trk system potassium transporter TrkA,0.5955,16,1376,2225189.6,2226290.4,1,0.0009084302325581395,0.021982583091716797,0.021982583091716797,14.367165192015682
HNEAP_RS10350,HNEAP_RS10350,1,NC_013422.1,2226454,2227839,-,,sigma-54-dependent Fis family transcriptional regulator,0.57,24,1385,2226592.5,2227700.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10355,HNEAP_RS10355,1,NC_013422.1,2227852,2230347,-,,hypothetical protein,0.5629,42,2495,2228101.5,2230097.5,1,0.000501002004008016,0.01276206452720468,0.01276206452720468,15.922173070039687
HNEAP_RS10360,HNEAP_RS10360,1,NC_013422.1,2230299,2230943,-,,DUF4390 domain-containing protein,0.569,4,644,2230363.4,2230878.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10370,HNEAP_RS10370,1,NC_013422.1,2232386,2233321,-,,methionyl-tRNA formyltransferase,0.6122,23,935,2232479.5,2233227.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10375,HNEAP_RS10375,1,NC_013422.1,2233318,2233833,-,,peptide deformylase,0.5543,6,515,2233369.5,2233781.5,1,0.0024271844660194173,0.062699124998626,0.062699124998626,10.107765288960303
HNEAP_RS10395,HNEAP_RS10395,1,NC_013422.1,2237151,2239655,+,,DNA topoisomerase I,0.584,44,2504,2237401.4,2239404.6,2,0.000998402555910543,0.024593900294523796,0.024593900294523796,13.98970339564139
HNEAP_RS10400,HNEAP_RS10400,1,NC_013422.1,2239725,2240282,+,,tRNA threonylcarbamoyladenosine biosynthesis protein RimN,0.6308,9,557,2239780.7,2240226.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10405,HNEAP_RS10405,1,NC_013422.1,2240463,2241404,+,,oxygen-dependent coproporphyrinogen oxidase,0.5924,22,941,2240557.1,2241309.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10430,HNEAP_RS10430,1,NC_013422.1,2243987,2245030,+,,biotin synthase BioB,0.5996,11,1043,2244091.3,2244925.7,1,0.0011984659635666346,0.028819621819828486,0.028819621819828486,13.423258027216049
HNEAP_RS10455,HNEAP_RS10455,1,NC_013422.1,2250990,2251271,-,,XRE family transcriptional regulator,0.5674,4,281,2251018.1,2251242.9,2,0.00889679715302491,0.22499288791309618,0.22499288791309618,3.073744796366932
HNEAP_RS10495,HNEAP_RS10495,1,NC_013422.1,2261083,2262591,-,,anthranilate synthase component I,0.5918,30,1508,2261233.8,2262440.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10500,HNEAP_RS10500,1,NC_013422.1,2262695,2263375,-,,phosphoglycolate phosphatase,0.5389,15,680,2262763.0,2263307.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10510,HNEAP_RS10510,1,NC_013422.1,2264084,2264779,-,,ribulose-phosphate 3-epimerase,0.5647,9,695,2264153.5,2264709.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10520,HNEAP_RS10520,1,NC_013422.1,2265503,2267269,-,,arginine--tRNA ligase,0.5739,39,1766,2265679.6,2267092.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10560,HNEAP_RS10560,1,NC_013422.1,2277583,2278851,-,,3-deoxy-D-manno-octulosonic acid transferase,0.5847,31,1268,2277709.8,2278724.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10565,HNEAP_RS10565,1,NC_013422.1,2278897,2279847,+,,lipid A biosynthesis acyltransferase,0.5783,15,950,2278992.0,2279752.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10600,HNEAP_RS10600,1,NC_013422.1,2285627,2286790,-,,glycosyl transferase,0.579,22,1163,2285743.3,2286673.7,3,0.003224419604471195,0.08005336374532615,0.08005336374532615,8.897401943582135
HNEAP_RS10610,HNEAP_RS10610,1,NC_013422.1,2287549,2288553,+,,hypothetical protein,0.5552,22,1004,2287649.4,2288452.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10620,HNEAP_RS10620,1,NC_013422.1,2289013,2289948,-,,branched-chain amino acid transaminase,0.5256,30,935,2289106.5,2289854.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10625,HNEAP_RS10625,1,NC_013422.1,2290391,2290591,-,,thiamine biosynthesis protein ThiS,0.5124,2,200,2290411.0,2290571.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10630,HNEAP_RS10630,1,NC_013422.1,2290632,2290925,-,,hypothetical protein,0.4626,9,293,2290661.3,2290895.7,2,0.008532423208191127,0.25938409639416665,0.25938409639416665,2.194964524953137
HNEAP_RS10635,HNEAP_RS10635,2,NC_013422.1,2291179,2291294,-,,5S ribosomal RNA,0.5776,3,115,2291190.5,2291282.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10640,HNEAP_RS10640,2,NC_013422.1,2291387,2294285,-,,23S ribosomal RNA,0.5333,121,2898,2291676.8,2293995.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10645,HNEAP_RS10645,5,NC_013422.1,2294499,2294574,-,,tRNA-Ala,0.6316,1,75,2294506.5,2294566.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10650,HNEAP_RS10650,5,NC_013422.1,2294856,2294932,-,,tRNA-Ile,0.5974,3,76,2294863.6,2294924.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10655,HNEAP_RS10655,2,NC_013422.1,2295002,2296539,-,,16S ribosomal RNA,0.5364,62,1537,2295155.7,2296385.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10660,HNEAP_RS10660,1,NC_013422.1,2296872,2298080,-,,tyrosine--tRNA ligase,0.5343,27,1208,2296992.8,2297959.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10665,HNEAP_RS10665,1,NC_013422.1,2298152,2299639,+,,hypothetical protein,0.5403,36,1487,2298300.7,2299490.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10675,HNEAP_RS10675,1,NC_013422.1,2300840,2302009,-,,citrate synthase,0.5726,21,1169,2300956.9,2301892.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10685,HNEAP_RS10685,1,NC_013422.1,2302476,2303510,-,,N-acetyl-gamma-glutamyl-phosphate reductase,0.572,23,1034,2302579.4,2303406.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10695,HNEAP_RS10695,1,NC_013422.1,2305490,2306008,+,,TlpA family protein disulfide reductase,0.5645,10,518,2305541.8,2305956.2,3,0.007239382239382239,0.18393384848793273,0.18393384848793273,4.288560759361945
HNEAP_RS10700,HNEAP_RS10700,1,NC_013422.1,2306116,2306898,+,,type I methionyl aminopeptidase,0.5696,17,782,2306194.2,2306819.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10725,HNEAP_RS10725,1,NC_013422.1,2312120,2313547,+,,argininosuccinate lyase,0.6015,20,1427,2312262.7,2313404.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10735,HNEAP_RS10735,1,NC_013422.1,2314369,2315046,+,,pyridoxamine 5'-phosphate oxidase,0.5959,9,677,2314436.7,2314978.3,1,0.001846381093057607,0.044652103536063366,0.044652103536063366,11.66144242058348
HNEAP_RS10775,HNEAP_RS10775,1,NC_013422.1,2319503,2320462,+,,hydroxymethylbilane synthase,0.6125,14,959,2319598.9,2320366.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10780,HNEAP_RS10780,1,NC_013422.1,2320524,2321294,+,,uroporphyrinogen-III synthase,0.6096,12,770,2320601.0,2321217.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10810,HNEAP_RS10810,1,NC_013422.1,2326968,2328185,-,,c-type cytochrome biogenesis protein CcsB,0.5632,32,1217,2327089.7,2328063.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10815,HNEAP_RS10815,1,NC_013422.1,2328259,2330361,-,,cytochrome c biogenesis protein ResB,0.5064,56,2102,2328469.2,2330150.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10825,HNEAP_RS10825,1,NC_013422.1,2331521,2332204,+,,YihA family ribosome biogenesis GTP-binding protein,0.5614,14,683,2331589.3,2332135.7,2,0.0036603221083455345,0.09346621473350301,0.09346621473350301,8.093547438747395
HNEAP_RS10835,HNEAP_RS10835,1,NC_013422.1,2335047,2335967,-,,LysR family transcriptional regulator,0.5798,16,920,2335139.0,2335875.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10840,HNEAP_RS10840,1,NC_013422.1,2335990,2337363,-,,glutathione-disulfide reductase,0.6194,25,1373,2336127.3,2337225.7,12,0.010924981791697014,0.2550122052594979,0.2550122052594979,2.300900223839816
HNEAP_RS10850,HNEAP_RS10850,1,NC_013422.1,2338430,2339722,-,,diaminopimelate decarboxylase,0.5855,24,1292,2338559.2,2339592.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS12580,HNEAP_RS12580,1,NC_013422.1,2339724,2339885,-,,hypothetical protein,0.5309,5,161,2339740.1,2339868.9,1,0.007763975155279502,0.20855586607363408,0.20855586607363408,3.5352825907777623
HNEAP_RS10890,HNEAP_RS10890,1,NC_013422.1,2348588,2350450,+,,protein translocase subunit SecD,0.5813,30,1862,2348774.2,2350263.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10895,HNEAP_RS10895,1,NC_013422.1,2350475,2351413,+,,protein translocase subunit SecF,0.558,14,938,2350568.8,2351319.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10900,HNEAP_RS10900,1,NC_013422.1,2351501,2352280,-,,inositol monophosphatase,0.5705,18,779,2351578.9,2352202.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10910,HNEAP_RS10910,1,NC_013422.1,2353213,2354055,+,,serine O-acetyltransferase,0.6228,10,842,2353297.2,2353970.8,2,0.0029691211401425177,0.06895842742878912,0.06895842742878912,9.645112743728074
HNEAP_RS10940,HNEAP_RS10940,1,NC_013422.1,2358576,2359679,+,,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,0.5978,15,1103,2358686.3,2359568.7,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10945,HNEAP_RS10945,1,NC_013422.1,2359716,2361008,+,,histidine--tRNA ligase,0.6118,14,1292,2359845.2,2360878.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS10955,HNEAP_RS10955,1,NC_013422.1,2361764,2362921,+,,outer membrane protein assembly factor BamB,0.5872,23,1157,2361879.7,2362805.3,1,0.0010803802938634398,0.026480871786517046,0.026480871786517046,13.73044288456752
HNEAP_RS10985,HNEAP_RS10985,1,NC_013422.1,2370083,2371786,+,,ribosome biogenesis GTPase Der,0.6068,19,1703,2370253.3,2371615.7,1,0.000733998825601879,0.017458796503864178,0.017458796503864178,15.080837739987683
HNEAP_RS11110,HNEAP_RS11110,1,NC_013422.1,2399906,2400850,-,,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,0.5735,12,944,2400000.4,2400755.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11120,HNEAP_RS11120,1,NC_013422.1,2401341,2401910,-,,lipoprotein signal peptidase,0.5825,9,569,2401397.9,2401853.1,2,0.004393673110720562,0.10848471598733551,0.10848471598733551,7.2953316077038
HNEAP_RS11125,HNEAP_RS11125,1,NC_013422.1,2401907,2404723,-,,isoleucine--tRNA ligase,0.612,33,2816,2402188.6,2404441.4,1,0.00044389204545454544,0.01047616381552647,0.01047616381552647,16.379060350661394
HNEAP_RS11195,HNEAP_RS11195,1,NC_013422.1,2416583,2418148,-,,murein biosynthesis integral membrane protein MurJ,0.5964,26,1565,2416739.5,2417991.5,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11200,HNEAP_RS11200,1,NC_013422.1,2418177,2419328,-,,succinyl-diaminopimelate desuccinylase,0.599,13,1151,2418292.1,2419212.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11225,HNEAP_RS11225,1,NC_013422.1,2421695,2422549,-,,nicotinate-nucleotide diphosphorylase (carboxylating),0.6035,10,854,2421780.4,2422463.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11365,HNEAP_RS11365,1,NC_013422.1,2447139,2448260,+,,3-dehydroquinate synthase,0.5838,17,1121,2447251.1,2448147.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11385,HNEAP_RS11385,1,NC_013422.1,2454477,2458937,+,,glutamate synthase large subunit,0.5846,64,4460,2454923.0,2458491.0,0,0.0,0.0,0.0,13.36677499962062
GFF2288,,7,NC_013422.1,2466469,2467128,-,,pilus assembly protein TadE,0.5621,16,659,2466534.9,2467062.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11535,HNEAP_RS11535,1,NC_013422.1,2487962,2488456,-,,hypothetical protein,0.4485,18,494,2488011.4,2488406.6,1,0.0025303643724696352,0.0790725279166633,0.0790725279166633,8.960192656183485
HNEAP_RS11575,HNEAP_RS11575,1,NC_013422.1,2495044,2496432,-,,UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase,0.5745,29,1388,2495182.8,2496293.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11580,HNEAP_RS11580,1,NC_013422.1,2496553,2496999,-,,ATP synthase F1 subunit epsilon,0.5481,9,446,2496597.6,2496954.4,1,0.002802690582959641,0.0731422752730791,0.0731422752730791,9.35310269561433
HNEAP_RS11585,HNEAP_RS11585,1,NC_013422.1,2497014,2498402,-,,F0F1 ATP synthase subunit beta,0.5529,37,1388,2497152.8,2498263.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11590,HNEAP_RS11590,1,NC_013422.1,2498444,2499304,-,,F0F1 ATP synthase subunit gamma,0.5261,20,860,2498530.0,2499218.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11595,HNEAP_RS11595,1,NC_013422.1,2499320,2500858,-,,F0F1 ATP synthase subunit alpha,0.5322,37,1538,2499473.8,2500704.2,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11600,HNEAP_RS11600,1,NC_013422.1,2500868,2501404,-,,F0F1 ATP synthase subunit delta,0.527,14,536,2500921.6,2501350.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11605,HNEAP_RS11605,1,NC_013422.1,2501423,2501893,-,,F0F1 ATP synthase subunit B,0.5287,5,470,2501470.0,2501846.0,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11610,HNEAP_RS11610,1,NC_013422.1,2501985,2502272,-,,F0F1 ATP synthase subunit C,0.5278,2,287,2502013.7,2502243.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11615,HNEAP_RS11615,1,NC_013422.1,2502322,2503143,-,,F0F1 ATP synthase subunit A,0.5182,14,821,2502404.1,2503060.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11620,HNEAP_RS11620,1,NC_013422.1,2503183,2503590,-,,hypothetical protein,0.5735,13,407,2503223.7,2503549.3,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11625,HNEAP_RS11625,1,NC_013422.1,2503574,2503840,-,,hypothetical protein,0.5618,6,266,2503600.6,2503813.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11660,HNEAP_RS11660,1,NC_013422.1,2510121,2510447,+,,thioredoxin TrxA,0.4985,7,326,2510153.6,2510414.4,2,0.007668711656441718,0.21803374905863349,0.21803374905863349,3.265500470748869
HNEAP_RS11665,HNEAP_RS11665,1,NC_013422.1,2510632,2511891,+,,transcription termination factor Rho,0.5635,18,1259,2510757.9,2511765.1,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11670,HNEAP_RS11670,1,NC_013422.1,2512118,2513404,-,,phosphoribosylamine--glycine ligase,0.5897,22,1286,2512246.6,2513275.4,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11685,HNEAP_RS11685,1,NC_013422.1,2514663,2515667,-,,glycerol-3-phosphate dehydrogenase,0.606,16,1004,2514763.4,2515566.6,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS11720,HNEAP_RS11720,1,NC_013422.1,2518453,2519496,+,,hypothetical protein,0.5402,26,1043,2518557.3,2519391.7,5,0.005992329817833173,0.158455015726757,0.158455015726757,5.164347097816315
HNEAP_RS11765,HNEAP_RS11765,1,NC_013422.1,2526147,2526395,-,,succinate dehydrogenase assembly factor 2,0.5703,3,248,2526171.8,2526370.2,2,0.010080645161290322,0.25375100998787886,0.25375100998787886,2.331751165740324
HNEAP_RS12015,HNEAP_RS12015,1,NC_013422.1,2580078,2581790,-,,membrane protein insertase YidC,0.5289,42,1712,2580249.2,2581618.8,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS12600,HNEAP_RS12600,1,NC_013422.1,2581804,2582214,-,,membrane protein insertion efficiency factor YidD,0.5474,8,410,2581845.0,2582173.0,3,0.009146341463414634,0.23897048331243692,0.23897048331243692,2.7035113405906763
HNEAP_RS12025,HNEAP_RS12025,1,NC_013422.1,2582199,2582570,-,,ribonuclease P protein component,0.5188,9,371,2582236.1,2582532.9,0,0.0,0.0,0.0,13.36677499962062
HNEAP_RS12030,HNEAP_RS12030,1,NC_013422.1,2582595,2582729,-,,50S ribosomal protein L34,0.5556,4,134,2582608.4,2582715.6,0,0.0,0.0,0.0,13.36677499962062
