,locusId,old_locus_tag,gene,product,protein_id,giNum
267,HNEAP_RS01350,['Hneap_0278'],,['AcrB/AcrD/AcrF family protein'],WP_012823177.1,502585392
268,HNEAP_RS01355,['Hneap_0279'],,['DUF4332 domain-containing protein'],WP_012823178.1,502585393
269,HNEAP_RS01360,['Hneap_0280'],,['type II toxin-antitoxin system RelE/ParE family toxin'],WP_012823179.1,502585394
270,HNEAP_RS01365,['Hneap_0281'],,['hypothetical protein'],WP_012823180.1,502585395
271,HNEAP_RS01370,['Hneap_0282'],,['sulfite exporter TauE/SafE family protein'],WP_012823181.1,502585396
272,HNEAP_RS01375,['Hneap_0283'],,['ATP-dependent RNA helicase HrpA'],WP_012823182.1,502585397
273,HNEAP_RS01380,['Hneap_0284'],,['hypothetical protein'],WP_012823183.1,502585398
274,HNEAP_RS01385,['Hneap_0285'],,['DUF3024 domain-containing protein'],WP_012823184.1,502585399
275,HNEAP_RS01390,['Hneap_0286'],,['type II toxin-antitoxin system RelE/ParE family toxin'],WP_012823185.1,502585400
276,HNEAP_RS01395,['Hneap_0287'],,['type II toxin-antitoxin system ParD family antitoxin'],WP_012823186.1,502585401
277,HNEAP_RS01400,['Hneap_0288'],,['anti-sigma-K factor RskA'],WP_012823187.1,502585402
278,HNEAP_RS01405,['Hneap_0289'],,['hypothetical protein'],WP_081441081.1,1174219900
279,HNEAP_RS01415,['Hneap_0290'],,['hypothetical protein'],WP_012823189.1,502585404
280,HNEAP_RS01420,['Hneap_0291'],,['DUF692 domain-containing protein'],WP_012823190.1,502585405
281,HNEAP_RS12120,['Hneap_0292'],,['DUF2063 domain-containing protein'],WP_012823191.1,502585406
282,HNEAP_RS01430,,,['thioredoxin domain-containing protein'],WP_012823192.1,502585407
283,HNEAP_RS01435,['Hneap_0294'],,['fatty acid hydroxylase'],WP_012823193.1,502585408
284,HNEAP_RS01440,['Hneap_0295'],,['DUF4124 domain-containing protein'],WP_012823194.1,502585409
285,HNEAP_RS01445,['Hneap_0296'],,['aminoglycoside phosphotransferase'],WP_012823195.1,502585410
286,HNEAP_RS01450,['Hneap_0297'],,['MBL fold metallo-hydrolase'],WP_012823196.1,502585411
287,HNEAP_RS01455,['Hneap_0298'],,['pyridine nucleotide-disulfide oxidoreductase'],WP_012823197.1,502585412
288,HNEAP_RS01460,['Hneap_0299'],,['DNA helicase RecQ'],WP_012823198.1,502585413
289,HNEAP_RS01465,['Hneap_0300'],,['hypothetical protein'],WP_012823199.1,502585414
290,HNEAP_RS01470,['Hneap_0301'],,['UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase'],WP_012823200.1,502585415
291,HNEAP_RS01475,['Hneap_0302'],,['peptidase S16'],WP_012823201.1,502585416
292,HNEAP_RS01480,['Hneap_0303'],,['thiol reductase thioredoxin'],WP_012823202.1,502585417
293,HNEAP_RS01485,['Hneap_0304'],,['AEC family transporter'],WP_012823203.1,502585418
294,HNEAP_RS01490,['Hneap_0305'],,['peptidylprolyl isomerase'],WP_012823204.1,502585419
295,HNEAP_RS01495,['Hneap_0306'],,['PDZ domain-containing protein'],WP_012823205.1,502585420
296,HNEAP_RS12125,['Hneap_0307'],,['biotin--[acetyl-CoA-carboxylase] ligase'],WP_081441082.1,1174219901
297,HNEAP_RS01505,['Hneap_0308'],,['type III pantothenate kinase'],WP_012823207.1,502585422
298,HNEAP_RS01530,['Hneap_0309'],,['elongation factor Tu'],WP_012823208.1,502585423
299,HNEAP_RS01540,['Hneap_0310'],,['preprotein translocase subunit SecE'],WP_012823209.1,502585424
300,HNEAP_RS01545,['Hneap_0311'],,['transcription termination/antitermination protein NusG'],WP_012823210.1,502585425
301,HNEAP_RS01550,['Hneap_0312'],,['50S ribosomal protein L11'],WP_012823211.1,502585426
302,HNEAP_RS01555,['Hneap_0313'],,['50S ribosomal protein L1'],WP_012823212.1,502585428
303,HNEAP_RS01560,['Hneap_0314'],,['50S ribosomal protein L10'],WP_012823213.1,502585429
304,HNEAP_RS01565,['Hneap_0315'],,['50S ribosomal protein L7/L12'],WP_012823214.1,502585430
305,HNEAP_RS01570,['Hneap_0316'],,['DNA-directed RNA polymerase subunit beta'],WP_012823215.1,502585431
306,HNEAP_RS01575,['Hneap_0317'],,"[""DNA-directed RNA polymerase subunit beta'""]",WP_012823216.1,502585432
307,HNEAP_RS01580,['Hneap_0318'],,['30S ribosomal protein S12'],WP_012823217.1,502585433
308,HNEAP_RS01585,['Hneap_0319'],,['30S ribosomal protein S7'],WP_012823218.1,502585434
309,HNEAP_RS01590,['Hneap_0320'],,['elongation factor G'],WP_012823219.1,502585435
310,HNEAP_RS01595,['Hneap_0321'],,['elongation factor Tu'],WP_012823220.1,502585436
311,HNEAP_RS01600,['Hneap_0322'],,['30S ribosomal protein S10'],WP_012823221.1,502585437
312,HNEAP_RS01605,['Hneap_0323'],,['50S ribosomal protein L3'],WP_012823222.1,502585438
313,HNEAP_RS01610,['Hneap_0324'],,['50S ribosomal protein L4'],WP_012823223.1,502585439
314,HNEAP_RS01615,['Hneap_0325'],,['50S ribosomal protein L23'],WP_012823224.1,502585440
315,HNEAP_RS01620,['Hneap_0326'],,['50S ribosomal protein L2'],WP_012823225.1,502585441
316,HNEAP_RS12435,['Hneap_0327'],,['30S ribosomal protein S19'],WP_012823226.1,502585442
317,HNEAP_RS01630,['Hneap_0328'],,['50S ribosomal protein L22'],WP_012823227.1,502585443
318,HNEAP_RS01635,['Hneap_0329'],,['30S ribosomal protein S3'],WP_012823228.1,502585444
319,HNEAP_RS01640,['Hneap_0330'],,['50S ribosomal protein L16'],WP_012823229.1,502585445
320,HNEAP_RS01645,['Hneap_0331'],,['50S ribosomal protein L29'],WP_012823230.1,502585446
321,HNEAP_RS01650,['Hneap_0332'],,['30S ribosomal protein S17'],WP_012823231.1,502585447
322,HNEAP_RS01655,['Hneap_0333'],,['50S ribosomal protein L14'],WP_012823232.1,502585448
323,HNEAP_RS01660,['Hneap_0334'],,['50S ribosomal protein L24'],WP_012823233.1,502585449
324,HNEAP_RS01665,['Hneap_0335'],,['50S ribosomal protein L5'],WP_012823234.1,502585450
325,HNEAP_RS01670,['Hneap_0336'],,['30S ribosomal protein S14'],WP_012823235.1,502585451
326,HNEAP_RS01675,['Hneap_0337'],,['30S ribosomal protein S8'],WP_012823236.1,502585452
327,HNEAP_RS01680,['Hneap_0338'],,['50S ribosomal protein L6'],WP_012823237.1,502585453
328,HNEAP_RS01685,['Hneap_0339'],,['50S ribosomal protein L18'],WP_012823238.1,502585454
329,HNEAP_RS01690,['Hneap_0340'],,['30S ribosomal protein S5'],WP_012823239.1,502585455
330,HNEAP_RS01695,['Hneap_0341'],,['50S ribosomal protein L30'],WP_012823240.1,502585456
331,HNEAP_RS01700,['Hneap_0342'],,['50S ribosomal protein L15'],WP_012823241.1,502585457
332,HNEAP_RS01705,['Hneap_0343'],,['preprotein translocase subunit SecY'],WP_012823242.1,502585458
333,HNEAP_RS01710,['Hneap_0344'],,['30S ribosomal protein S13'],WP_012823243.1,502585459
334,HNEAP_RS01715,['Hneap_0345'],,['30S ribosomal protein S11'],WP_012823244.1,502585460
335,HNEAP_RS01720,['Hneap_0346'],,['30S ribosomal protein S4'],WP_012823245.1,502585461
336,HNEAP_RS01725,['Hneap_0347'],,['DNA-directed RNA polymerase subunit alpha'],WP_012823246.1,502585462
337,HNEAP_RS01730,['Hneap_0348'],,['50S ribosomal protein L17'],WP_012823247.1,502585463
338,HNEAP_RS01735,['Hneap_0349'],,['hypothetical protein'],WP_012823248.1,502585464
339,HNEAP_RS01740,['Hneap_0350'],,['excinuclease ABC subunit UvrB'],WP_012823249.1,502585465
340,HNEAP_RS01745,['Hneap_0351'],,['ribonuclease R'],WP_012823250.1,502585466
341,HNEAP_RS01750,['Hneap_0352'],,"[""23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB""]",WP_012823251.1,502585467
342,HNEAP_RS01755,['Hneap_0353'],,['pyridoxal phosphate-dependent aminotransferase'],WP_012823252.1,502585468
343,HNEAP_RS01760,['Hneap_0354'],,['recombinase RecA'],WP_012823253.1,502585469
344,HNEAP_RS01765,['Hneap_0355'],,['regulatory protein RecX'],WP_012823254.1,502585470
345,HNEAP_RS01770,['Hneap_0357'],,['alanine--tRNA ligase'],WP_041600556.1,753844939
346,HNEAP_RS01775,['Hneap_0358'],,['aspartate kinase'],WP_012823257.1,502585473
347,HNEAP_RS01780,['Hneap_0359'],,['carbon storage regulator'],WP_012823258.1,502585474
348,HNEAP_RS01785,['Hneap_0360'],,['ammonium transporter'],WP_012823259.1,502585475
349,HNEAP_RS12440,,,['AlpA family phage regulatory protein'],WP_081441173.1,1174219992
350,HNEAP_RS12445,['Hneap_0361'],,['relaxase'],WP_012823260.1,502585476
351,HNEAP_RS01810,['Hneap_0362'],,['hypothetical protein'],WP_012823261.1,502585477
352,HNEAP_RS01815,['Hneap_0363'],,['hypothetical protein'],WP_012823262.1,502585478
353,HNEAP_RS01820,['Hneap_0364'],,['hypothetical protein'],WP_012823263.1,502585479
354,HNEAP_RS01825,['Hneap_0365'],,['hypothetical protein'],WP_012823264.1,502585480
355,HNEAP_RS01830,['Hneap_0366'],,['DUF4237 domain-containing protein'],WP_041600329.1,753844712
356,HNEAP_RS01835,,,['IS66 family transposase'],,
357,HNEAP_RS01840,,,['IS66 family transposase'],,
358,HNEAP_RS01845,['Hneap_0369'],,['hypothetical protein'],WP_012823266.1,502585482
359,HNEAP_RS01850,['Hneap_0370'],,['filamentous hemagglutinin N-terminal domain-containing protein'],WP_081441083.1,1174219902
360,HNEAP_RS01855,['Hneap_0371'],,['ShlB/FhaC/HecB family hemolysin secretion/activation protein'],WP_012823268.1,502585484
361,HNEAP_RS01860,['Hneap_0372'],,"['addiction module antidote protein, HigA family']",WP_012823269.1,502585485
362,HNEAP_RS01865,,,['Killer protein'],,
363,HNEAP_RS01870,,,['hypothetical protein'],WP_049772441.1,908628408
364,HNEAP_RS01875,,,['hypothetical protein'],WP_049772442.1,908628409
365,HNEAP_RS01885,['Hneap_0376'],,['DUF302 domain-containing protein'],WP_012823270.1,502585486
366,HNEAP_RS12450,['Hneap_0378'],,['YkgJ family cysteine cluster protein'],WP_012823272.1,502585488
367,HNEAP_RS01890,['Hneap_0379'],,['aromatic hydrocarbon degradation membrane protein'],WP_012823273.1,502585489
368,HNEAP_RS01895,['Hneap_0380'],,['diaminopimelate epimerase'],WP_012823274.1,502585490
369,HNEAP_RS01900,['Hneap_0382'],,['hypothetical protein'],WP_012823275.1,502585491
370,HNEAP_RS01905,['Hneap_0383'],,['translational GTPase TypA'],WP_012823276.1,502585493
371,HNEAP_RS01910,['Hneap_0384'],,['signal recognition particle protein'],WP_012823277.1,502585494
372,HNEAP_RS01920,['Hneap_0385'],,['trigger factor'],WP_012823278.1,502585495
373,HNEAP_RS01925,['Hneap_0386'],,"['ATP-dependent Clp endopeptidase, proteolytic subunit ClpP']",WP_012823279.1,502585496
374,HNEAP_RS01930,['Hneap_0387'],,['ATP-dependent Clp protease ATP-binding subunit ClpX'],WP_012823280.1,502585497
375,HNEAP_RS01935,['Hneap_0389'],,['endopeptidase La'],WP_012823282.1,502585499
376,HNEAP_RS01940,['Hneap_0390'],,['HU family DNA-binding protein'],WP_012823283.1,502585500
377,HNEAP_RS01945,['Hneap_0391'],,['peptidyl-prolyl cis-trans isomerase'],WP_012823284.1,502585501
378,HNEAP_RS01950,['Hneap_0392'],,['enoyl-ACP reductase'],WP_012823285.1,502585502
379,HNEAP_RS01955,['Hneap_0393'],,['ABC transporter substrate-binding protein'],WP_012823286.1,502585503
380,HNEAP_RS01960,['Hneap_0394'],,['hypothetical protein'],WP_012823287.1,502585504
381,HNEAP_RS01965,['Hneap_0395'],,['FMN-binding negative transcriptional regulator'],WP_012823288.1,502585505
382,HNEAP_RS01970,['Hneap_0396'],,['microcin C ABC transporter permease YejB'],WP_012823289.1,502585506
383,HNEAP_RS01975,['Hneap_0397'],,['ABC transporter permease'],WP_012823290.1,502585507
384,HNEAP_RS01980,['Hneap_0398'],,['YkgJ family cysteine cluster protein'],WP_012823291.1,502585508
385,HNEAP_RS01985,['Hneap_0399'],,['ABC transporter substrate-binding protein'],WP_012823292.1,502585509
386,HNEAP_RS01990,['Hneap_0400'],,['DUF1255 domain-containing protein'],WP_012823293.1,502585510
387,HNEAP_RS01995,['Hneap_0401'],,['D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase'],WP_012823294.1,502585511
388,HNEAP_RS02000,['Hneap_0402'],,['HD domain-containing protein'],WP_012823295.1,502585512
389,HNEAP_RS02005,['Hneap_0403'],,['single-stranded-DNA-specific exonuclease RecJ'],WP_081441174.1,1174219993
390,HNEAP_RS02010,['Hneap_0404'],,['exopolyphosphatase'],WP_012823297.1,502585514
391,HNEAP_RS02015,['Hneap_0405'],,['fructose-bisphosphate aldolase class II'],WP_012823298.1,502585515
392,HNEAP_RS02020,['Hneap_0406'],,['pyruvate kinase'],WP_012823299.1,502585516
393,HNEAP_RS02025,['Hneap_0407'],,['phosphoglycerate kinase'],WP_012823300.1,502585517
394,HNEAP_RS02030,['Hneap_0408'],,['type I glyceraldehyde-3-phosphate dehydrogenase'],WP_012823301.1,502585518
395,HNEAP_RS02035,['Hneap_0409'],,['transketolase'],WP_012823302.1,502585519
396,HNEAP_RS02040,['Hneap_0410'],,['thioredoxin family protein'],WP_012823303.1,502585520
397,HNEAP_RS02045,['Hneap_0411'],,['hypothetical protein'],WP_012823304.1,502585521
398,HNEAP_RS02050,['Hneap_0412'],,['IS630 family transposase'],WP_041600331.1,753844714
399,HNEAP_RS02055,['Hneap_0413'],,['methionine adenosyltransferase'],WP_012823306.1,502585523
400,HNEAP_RS02060,['Hneap_0414'],,['adenosylhomocysteinase'],WP_012823307.1,502585524
401,HNEAP_RS02065,['Hneap_0415'],,['methylenetetrahydrofolate reductase [NAD(P)H]'],WP_041600332.1,753844715
402,HNEAP_RS02070,['Hneap_0416'],,['SPFH/Band 7/PHB domain protein'],WP_012823309.1,502585526
403,HNEAP_RS02075,['Hneap_0417'],,['hypothetical protein'],WP_012823310.1,502585527
404,HNEAP_RS02080,['Hneap_0418'],,['NfeD family protein'],WP_012823311.1,502585528
405,HNEAP_RS02085,['Hneap_0419'],,['adenosylmethionine--8-amino-7-oxononanoate transaminase'],WP_012823312.1,502585529
406,HNEAP_RS02090,['Hneap_0420'],,['16S rRNA (uracil(1498)-N(3))-methyltransferase'],WP_012823313.1,502585530
407,HNEAP_RS02095,,,['peptide chain release factor 2'],WP_081441084.1,1174219903
408,HNEAP_RS02100,['Hneap_0422'],,['lysine--tRNA ligase'],WP_012823315.1,502585532
409,HNEAP_RS02105,['Hneap_0423'],,['iron-sulfur cluster carrier protein ApbC'],WP_012823316.1,502585533
410,HNEAP_RS02110,['Hneap_0424'],,['hypothetical protein'],WP_012823317.1,502585534
411,HNEAP_RS02115,['Hneap_0425'],,['thiol peroxidase'],WP_012823318.1,502585535
412,HNEAP_RS02120,['Hneap_0426'],,['fructokinase'],WP_012823319.1,502585536
413,HNEAP_RS02125,['Hneap_0427'],,['arsenical efflux pump membrane protein ArsB'],WP_012823320.1,502585538
414,HNEAP_RS02130,['Hneap_0428'],,['exodeoxyribonuclease VII large subunit'],WP_012823321.1,502585539
415,HNEAP_RS02135,,,['cytoplasmic domain of flagellar protein FhlB-like protein'],WP_012823322.1,502585540
416,HNEAP_RS02140,['Hneap_0430'],,['flagellar hook-length control protein FliK'],WP_012823323.1,502585541
417,HNEAP_RS02145,['Hneap_0431'],,['sigma-54-dependent Fis family transcriptional regulator'],WP_012823324.1,502585542
418,HNEAP_RS02150,['Hneap_0432'],,['flagellar hook-basal body complex protein FliE'],WP_012823325.1,502585543
419,HNEAP_RS02155,['Hneap_0433'],,['flagellar M-ring protein FliF'],WP_012823326.1,502585544
420,HNEAP_RS02160,['Hneap_0434'],,['flagellar motor switch protein FliG'],WP_012823327.1,502585545
421,HNEAP_RS02165,['Hneap_0435'],,['flagellar assembly protein FliH'],WP_012823328.1,502585546
422,HNEAP_RS02170,['Hneap_0436'],,['flagellar protein export ATPase FliI'],WP_012823329.1,502585547
423,HNEAP_RS02175,['Hneap_0437'],,['hypothetical protein'],WP_081441085.1,1174219904
424,HNEAP_RS02180,['Hneap_0438'],,['flagellar hook-length control protein FliK'],WP_012823331.1,502585549
425,HNEAP_RS02185,['Hneap_0439'],,['H-NS histone family protein'],WP_012823332.1,502585550
426,HNEAP_RS02190,['Hneap_0440'],,['hypothetical protein'],WP_012823333.1,502585551
427,HNEAP_RS02195,['Hneap_0441'],,['transcriptional regulator MraZ'],WP_012823334.1,502585552
428,HNEAP_RS02200,['Hneap_0442'],,['16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH'],WP_012823335.1,502585553
429,HNEAP_RS02205,['Hneap_0443'],,['cell division protein FtsL'],WP_012823336.1,502585554
430,HNEAP_RS02210,['Hneap_0444'],,['hypothetical protein'],WP_081441175.1,1174219994
431,HNEAP_RS02215,['Hneap_0445'],,"['UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase']",WP_012823338.1,502585556
432,HNEAP_RS02220,['Hneap_0446'],,['UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase'],WP_012823339.1,502585557
433,HNEAP_RS02225,['Hneap_0447'],,['phospho-N-acetylmuramoyl-pentapeptide- transferase'],WP_012823340.1,502585558
434,HNEAP_RS02230,['Hneap_0448'],,['UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase'],WP_012823341.1,502585559
435,HNEAP_RS02235,['Hneap_0449'],,['cell division protein FtsW'],WP_012823342.1,502585560
436,HNEAP_RS02240,['Hneap_0450'],,['undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase'],WP_012823343.1,502585561
437,HNEAP_RS02245,['Hneap_0451'],,['UDP-N-acetylmuramate--L-alanine ligase'],WP_012823344.1,502585562
438,HNEAP_RS02250,['Hneap_0452'],,['D-alanine--D-alanine ligase'],WP_012823345.1,502585563
439,HNEAP_RS02255,['Hneap_0453'],,['cell division protein FtsQ'],WP_012823346.1,502585564
440,HNEAP_RS02260,['Hneap_0454'],,['cell division protein FtsA'],WP_012823347.1,502585565
441,HNEAP_RS02265,['Hneap_0455'],,['cell division protein FtsZ'],WP_012823348.1,502585566
442,HNEAP_RS02270,['Hneap_0457'],,['hypothetical protein'],WP_041600583.1,753844966
443,HNEAP_RS02275,['Hneap_0458'],,['RES domain-containing protein'],WP_012823351.1,502585569
444,HNEAP_RS12130,['Hneap_0459'],,['DUF2384 domain-containing protein'],WP_081441086.1,1174219905
445,HNEAP_RS02285,,,['integrase'],,
446,HNEAP_RS02295,['Hneap_0461'],,['RNA polymerase sigma factor RpoD'],WP_012823353.1,502585571
447,HNEAP_RS02300,,,['DNA primase'],WP_012823354.1,502585572
448,HNEAP_RS02305,,,['sel1 repeat family protein'],WP_012823355.1,502585573
449,HNEAP_RS02310,['Hneap_0464'],,['cardiolipin synthase'],WP_012823356.1,502585574
450,HNEAP_RS02315,['Hneap_0465'],,['DUF1776 domain-containing protein'],WP_041600587.1,753844970
451,HNEAP_RS02320,['Hneap_0466'],,['BAX inhibitor (BI)-1/YccA family protein'],WP_012823358.1,502585576
452,HNEAP_RS02325,['Hneap_0467'],,['hypothetical protein'],WP_012823359.1,502585577
453,HNEAP_RS02330,['Hneap_0468'],,['CBS domain-containing protein'],WP_012823360.1,502585579
454,HNEAP_RS02335,['Hneap_0469'],,['HPP family protein'],WP_041600334.1,753844717
455,HNEAP_RS02340,['Hneap_0470'],,['methyl-accepting chemotaxis protein'],WP_012823362.1,502585581
456,HNEAP_RS02345,['Hneap_0471'],,['IclR family transcriptional regulator'],WP_012823363.1,502585582
457,HNEAP_RS02350,['Hneap_0473'],,['DUF3429 domain-containing protein'],WP_012823364.1,502585583
458,HNEAP_RS02355,['Hneap_0474'],,['DUF502 domain-containing protein'],WP_012823365.1,502585584
459,HNEAP_RS02360,['Hneap_0475'],,['aspartate--tRNA ligase'],WP_041600588.1,753844971
460,HNEAP_RS02365,['Hneap_0476'],,['quinolinate synthase NadA'],WP_012823367.1,502585586
461,HNEAP_RS02370,['Hneap_0477'],,['sodium/hydrogen exchanger'],WP_012823368.1,502585587
462,HNEAP_RS02390,['Hneap_0478'],,['DUF4102 domain-containing protein'],WP_012823369.1,502585588
463,HNEAP_RS02395,['Hneap_0479'],,['IS5/IS1182 family transposase'],WP_012823370.1,502585589
464,HNEAP_RS02400,['Hneap_0480'],,['hypothetical protein'],WP_012823371.1,502585590
465,HNEAP_RS12455,['Hneap_0481'],,['relaxase'],WP_012823372.1,502585591
466,HNEAP_RS02425,['Hneap_0482'],,['AlpA family phage regulatory protein'],WP_012823373.1,502585592
467,HNEAP_RS02430,['Hneap_0484'],,['SDR family NAD(P)-dependent oxidoreductase'],WP_012823375.1,502585594
468,HNEAP_RS12135,['Hneap_0485'],,['PAS domain-containing protein'],WP_012823376.1,502585595
469,HNEAP_RS02440,['Hneap_0486'],,['ABC transporter permease'],WP_012823377.1,502585596
470,HNEAP_RS02445,['Hneap_0487'],,['ABC transporter ATP-binding protein'],WP_012823378.1,502585597
471,HNEAP_RS02450,['Hneap_0488'],,['mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase'],WP_012823379.1,502585598
472,HNEAP_RS02455,['Hneap_0489'],,['phosphomannomutase/phosphoglucomutase'],WP_012823380.1,502585599
473,HNEAP_RS02460,['Hneap_0490'],,['hypothetical protein'],WP_012823381.1,502585600
474,HNEAP_RS12140,['Hneap_0491'],,['group 1 glycosyl transferase'],WP_012823382.1,502585601
475,HNEAP_RS02470,['Hneap_0492'],,"['GDP-mannose 4,6-dehydratase']",WP_012823383.1,502585602
476,HNEAP_RS02475,['Hneap_0493'],,['GDP-6-deoxy-D-lyxo-4-hexulose reductase'],WP_012823384.1,502585603
477,HNEAP_RS02480,,,['glycosyltransferase family 1 protein'],WP_012823385.1,502585604
478,HNEAP_RS02485,,,['group 1 glycosyl transferase'],WP_012823386.1,502585605
479,HNEAP_RS02490,['Hneap_0496'],,['undecaprenyl-phosphate glucose phosphotransferase'],WP_012823387.1,502585606
